,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_sp_corr,lci_sp_pval,lci_top_10,random_walk_jaccard_sim,random_walk_num_significant,random_walk_sp_corr,random_walk_sp_pval,random_walk_top_10
C0520927,Decreased fertility,261,"{'developmental process involved in reproduction', 'reproductive structure development', 'anatomical structure development', 'positive regulation of multicellular organismal process', 'positive regulation of nitrogen compound metabolic process', 'cellular developmental process', 'regulation of male gonad development', 'positive regulation of male gonad development', 'animal organ development', 'developmental process'}",0.2945205479452055,306,0.39945228721407644,0.0,"{'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', '1-phosphatidylinositol-3-kinase activity', 'phosphatidylinositol phosphorylation', 'fibroblast growth factor receptor binding', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol-3-phosphate biosynthetic process', 'lipid phosphorylation', 'phosphatidylinositol 3-kinase activity', 'fibroblast growth factor receptor signaling pathway', 'phosphatidylinositol kinase activity'}",0.2786885245901639,207,0.40410864936199475,0.0,"{'positive regulation of cell communication', 'fibroblast growth factor-activated receptor activity', 'cell surface receptor signaling pathway', 'positive regulation of signaling', 'transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity', 'intracellular', 'SMAD protein complex', 'enzyme linked receptor protein signaling pathway', 'transforming growth factor beta receptor signaling pathway', 'regulation of MAPK cascade'}"
C0000737,Abdominal Pain,765,"{'immune system process', 'regulation of multicellular organismal process', 'cellular process', 'response to chemical', 'response to stress', 'response to stimulus', 'binding', 'molecular_function', 'positive regulation of multicellular organismal process', 'cellular_component'}",0.24188931297709923,1838,0.4024555894501489,0.0,"{'cellular response to chemical stimulus', 'cell surface receptor signaling pathway', 'positive regulation of signal transduction', 'positive regulation of signaling', 'positive regulation of intracellular signal transduction', 'response to organic substance', 'response to chemical', 'cellular response to organic substance', 'signal transduction', 'positive regulation of response to stimulus'}",0.275626423690205,915,0.3622946559279518,0.0,"{'ubiquinol-cytochrome-c reductase activity', 'cellular metabolic process', 'primary metabolic process', 'oxidoreductase activity, acting on diphenols and related substances as donors', 'protein-containing complex', 'oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor', 'organic substance metabolic process', 'metabolic process', 'mitochondrial electron transport, ubiquinol to cytochrome c', 'mitochondrial respiratory chain complex III'}"
C0038356,Stomach Neoplasms,2155,"{'regulation of cell death', 'cellular process', 'positive regulation of metabolic process', 'regulation of programmed cell death', 'biological_process', 'regulation of apoptotic process', 'negative regulation of biological process', 'negative regulation of cellular process', 'regulation of metabolic process', 'regulation of macromolecule metabolic process'}",0.3889465490399585,3198,0.4868016538227698,0.0,"{'positive regulation of cellular metabolic process', 'positive regulation of metabolic process', 'positive regulation of macromolecule metabolic process', 'positive regulation of cellular process', 'positive regulation of biological process', 'positive regulation of nitrogen compound metabolic process', 'enzyme binding', 'negative regulation of biological process', 'regulation of metabolic process', 'regulation of macromolecule metabolic process'}",0.3796354494028913,2235,0.4545347983292357,0.0,"{'cellular response to stimulus', 'positive regulation of cellular process', 'protein-containing complex', 'positive regulation of biological process', 'enzyme binding', 'negative regulation of biological process', 'regulation of cellular metabolic process', 'negative regulation of cellular process', 'regulation of metabolic process', 'regulation of macromolecule metabolic process'}"
C0235659,Reduced fetal movement,63,"{'cell part', 'actin-mediated cell contraction', 'actin-myosin filament sliding', 'cellular component organization', 'cellular process', 'contractile fiber part', 'biological_process', 'cellular component organization or biogenesis', 'cytoplasmic part', 'muscle filament sliding'}",0.03768506056527591,708,0.14396934150746046,4.647803942726468e-102,"{'cell surface receptor signaling pathway', 'extracellular region part', 'collagen-containing extracellular matrix', 'fibroblast growth factor binding', 'regulation of anatomical structure morphogenesis', 'regulation of developmental process', 'heparin binding', 'extracellular matrix', 'growth factor binding', 'glycosaminoglycan binding'}",0.06666666666666667,353,0.1639644501871094,3.356402442095848e-132,"{'cellular component organization', 'interspecies interaction between organisms', 'positive regulation of cellular process', 'protein-containing complex', 'cellular component organization or biogenesis', 'binding', 'negative regulation of cellular process', 'protein binding', 'extracellular structure organization', 'extracellular matrix organization'}"
C0023904,"Liver Neoplasms, Experimental",623,"{'regulation of cell population proliferation', 'regulation of response to stress', 'regulation of localization', 'response to organic substance', 'response to chemical', 'positive regulation of cellular process', 'response to stimulus', 'positive regulation of response to stimulus', 'negative regulation of cell death', 'regulation of cellular response to stress'}",0.27698309492847856,1341,0.43505605601523717,0.0,"{'phosphorylation', 'positive regulation of signal transduction', 'response to organic substance', 'positive regulation of intracellular signal transduction', 'response to chemical', 'cellular response to organic substance', 'response to stimulus', 'enzyme linked receptor protein signaling pathway', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'intracellular signal transduction'}",0.28717077315208156,892,0.38132600223148116,0.0,"{'positive regulation of cellular metabolic process', 'positive regulation of metabolic process', 'positive regulation of macromolecule metabolic process', 'positive regulation of cellular process', 'response to stress', 'response to stimulus', 'positive regulation of biological process', 'positive regulation of nitrogen compound metabolic process', 'negative regulation of biological process', 'negative regulation of cellular process'}"
C0743359,ear infection chronic,265,"{'immune system process', 'immune response-regulating cell surface receptor signaling pathway', 'cell surface receptor signaling pathway', 'immune response-activating cell surface receptor signaling pathway', 'adaptive immune response', 'immune response', 'immune response-regulating signaling pathway', 'lymphocyte activation', 'B cell activation', 'immune response-activating signal transduction'}",0.2012448132780083,314,0.2887762613451755,0.0,"{'cell surface receptor signaling pathway', 'immune response-regulating cell surface receptor signaling pathway', 'protein tyrosine kinase activity', 'regulation of immune response', 'SH2 domain binding', 'immune response-regulating signaling pathway', 'enzyme linked receptor protein signaling pathway', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'peptidyl-tyrosine phosphorylation', 'plasma membrane'}",0.17251755265797392,904,0.29021843324151264,0.0,"{'cell surface receptor signaling pathway', 'signaling receptor binding', 'immune response-activating cell surface receptor signaling pathway', 'identical protein binding', 'regulation of immune response', 'positive regulation of cellular process', 'positive regulation of biological process', 'positive regulation of response to stimulus', 'positive regulation of immune response', 'regulation of response to stimulus'}"
C1853241,Flat face,282,"{'microbody part', 'protein localization to peroxisome', 'establishment of protein localization to peroxisome', 'peroxisomal membrane transport', 'peroxisomal transport', 'peroxisomal membrane', 'microbody membrane', 'protein import into peroxisome matrix', 'protein targeting to peroxisome', 'peroxisome organization'}",0.14766839378238342,161,0.24775849391817414,1.4809463260184697e-304,"{'extracellular space', 'collagen-containing extracellular matrix', 'collagen binding', 'animal organ morphogenesis', 'extracellular matrix structural constituent', 'extracellular matrix', 'growth factor binding', 'extracellular structure organization', 'platelet-derived growth factor binding', 'extracellular matrix organization'}",0.1589041095890411,564,0.2679420807687758,0.0,"{'positive regulation of cellular metabolic process', 'developmental process', 'positive regulation of metabolic process', 'positive regulation of macromolecule biosynthetic process', 'regulation of developmental process', 'positive regulation of biological process', 'enzyme binding', 'multicellular organismal process', 'anatomical structure morphogenesis', 'regulation of multicellular organismal development'}"
C0151825,Bone pain,358,"{'regulation of multicellular organismal process', 'ossification', 'developmental process', 'osteoclast differentiation', 'regulation of developmental process', 'regulation of cell differentiation', 'response to hormone', 'response to endogenous stimulus', 'regulation of multicellular organismal development', 'response to lipid'}",0.15427509293680297,263,0.2527660274766404,0.0,"{'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', '1-phosphatidylinositol-3-kinase activity', 'phosphatidylinositol phosphorylation', 'fibroblast growth factor receptor binding', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol-3-phosphate biosynthetic process', 'positive regulation of protein kinase B signaling', 'phosphatidylinositol 3-kinase activity', 'fibroblast growth factor receptor signaling pathway', 'phosphatidylinositol kinase activity'}",0.1918918918918919,524,0.301498514901147,0.0,"{'cell surface receptor signaling pathway', 'regulation of cellular protein metabolic process', 'positive regulation of protein metabolic process', 'regulation of protein metabolic process', 'response to growth factor', 'positive regulation of biological process', 'positive regulation of response to stimulus', 'regulation of cellular metabolic process', 'regulation of response to stimulus', 'regulation of phosphorylation'}"
C0333913,Achromasia,34,"{'melanosome membrane', 'secondary metabolite biosynthetic process', 'pigment biosynthetic process', 'melanin metabolic process', 'phenol-containing compound biosynthetic process', 'secondary metabolic process', 'pigment granule membrane', 'pigment metabolic process', 'pigment cell differentiation', 'melanin biosynthetic process'}",0.14516129032258066,37,0.2724722792426557,0.0,"{'second-messenger-mediated signaling', 'adenylate cyclase-activating G protein-coupled receptor signaling pathway', 'peptide receptor activity', 'pigment granule', 'cyclic-nucleotide-mediated signaling', 'melanocyte-stimulating hormone receptor activity', 'G protein-coupled peptide receptor activity', 'cAMP-mediated signaling', 'melanocortin receptor activity', 'melanosome'}",0.07058823529411765,57,0.11675145650999622,1.576667619966696e-67,"{'amine transport', 'response to pyrethroid', 'isoquinoline alkaloid metabolic process', 'organonitrogen compound metabolic process', 'neurotransmitter loading into synaptic vesicle', 'phenol-containing compound biosynthetic process', 'secondary metabolic process', 'aminergic neurotransmitter loading into synaptic vesicle', 'phytoalexin metabolic process', 'alkaloid metabolic process'}"
C0677886,Epithelial ovarian cancer,0,"{'regulation of cell cycle process', 'cellular response to extracellular stimulus', 'intrinsic apoptotic signaling pathway by p53 class mediator', 'cellular response to starvation', 'intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator', 'cellular response to external stimulus', 'cellular response to nutrient levels', 'positive regulation of cell cycle process', 'response to starvation', 'positive regulation of actin filament bundle assembly'}",0.0,34,-0.005053636485995822,0.4538618815833113,"{'glutathione peroxidase activity', 'galactosyltransferase activity', 'N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity', 'UDP-galactosyltransferase activity', 'polysaccharide biosynthetic process', 'poly-N-acetyllactosamine metabolic process', 'beta-1,3-galactosyltransferase activity', 'poly-N-acetyllactosamine biosynthetic process', 'UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity', 'cellular polysaccharide biosynthetic process'}",0.0,0,-0.0028944329317878684,0.6679392874262164,"{'regulation of sodium ion transmembrane transporter activity', 'intestinal stem cell homeostasis', 'negative regulation of sodium ion transport', 'nephron tubule morphogenesis', 'renal tubule morphogenesis', 'cell-cell signaling involved in cell-cell junction organization', 'regulation of sodium ion transmembrane transport', 'nephron epithelium morphogenesis', 'tight junction', 'bicellular tight junction'}"
C4280648,Hyperplasia of cheeks,211,"{'negative regulation of neuron death', 'regulation of neuron apoptotic process', 'cellular process', 'anatomical structure development', 'positive regulation of phosphorylation', 'positive regulation of phosphate metabolic process', 'cytosol', 'animal organ development', 'anatomical structure morphogenesis', 'positive regulation of phosphorus metabolic process'}",0.21315192743764172,324,0.32871885169442705,0.0,"{'protein kinase activity', 'regulation of MAP kinase activity', 'regulation of signal transduction', 'phosphotransferase activity, alcohol group as acceptor', 'signal transduction', 'intracellular signal transduction', 'regulation of intracellular signal transduction', 'regulation of signaling', 'regulation of cell communication', 'regulation of kinase activity'}",0.20317460317460317,168,0.2687099660684149,0.0,"{'immune response-regulating cell surface receptor signaling pathway involved in phagocytosis', 'regulation of multicellular organismal process', 'lysosomal lumen', 'regulation of neuron projection development', 'Fc-gamma receptor signaling pathway involved in phagocytosis', 'Fc-gamma receptor signaling pathway', 'protein domain specific binding', 'glycosaminoglycan catabolic process', 'aminoglycan catabolic process', 'regulation of multicellular organismal development'}"
C0277799,Intermittent fever,14,"{'alcohol metabolic process', 'tetrahydrobiopterin biosynthetic process', 'diol biosynthetic process', 'tetrahydrobiopterin metabolic process', 'pteridine-containing compound biosynthetic process', 'dihydrobiopterin metabolic process', 'diol metabolic process', 'organic hydroxy compound biosynthetic process', 'alcohol biosynthetic process', 'pteridine-containing compound metabolic process'}",0.037037037037037035,14,0.20952051103525743,1.919162303974501e-216,"{'ciliary neurotrophic factor receptor binding', 'ciliary neurotrophic factor receptor activity', 'mineralocorticoid biosynthetic process', 'CNTFR-CLCF1 complex', 'interleukin-6 receptor binding', 'ciliary neurotrophic factor-mediated signaling pathway', 'mineralocorticoid metabolic process', 'positive regulation of tyrosine phosphorylation of STAT protein', 'regulation of tyrosine phosphorylation of STAT protein', 'ciliary neurotrophic factor receptor complex'}",0.011494252873563218,74,0.19162568525348136,1.0006359204917796e-180,"{'steroid hormone receptor activity', 'intracellular receptor signaling pathway', 'hormone-mediated signaling pathway', 'organic cyclic compound biosynthetic process', 'steroid hormone mediated signaling pathway', 'C21-steroid hormone biosynthetic process', 'nuclear receptor activity', 'ligand-activated transcription factor activity', 'response to endogenous stimulus', 'transition metal ion binding'}"
C1836440,Increased serum lactate,171,"{'oxidoreductase complex', 'generation of precursor metabolites and energy', 'respiratory electron transport chain', 'electron transport chain', 'mitochondrial membrane part', 'respiratory chain complex', 'mitochondrial part', 'oxidation-reduction process', 'organelle inner membrane', 'mitochondrion'}",0.4298245614035088,155,0.4796515226275592,0.0,"{'mitochondrial respiratory chain complex I', 'inner mitochondrial membrane protein complex', 'oxidoreductase complex', 'generation of precursor metabolites and energy', 'respiratory electron transport chain', 'electron transport chain', 'mitochondrial membrane part', 'NADH dehydrogenase complex', 'respiratory chain complex', 'respiratory chain complex I'}",0.40932642487046633,101,0.3589667140161857,0.0,"{'mitochondrial respiratory chain complex I', 'oxidoreductase complex', 'respiratory electron transport chain', 'electron transport chain', 'mitochondrial membrane part', 'NADH dehydrogenase complex', 'mitochondrial respiratory chain complex assembly', 'respiratory chain complex', 'mitochondrial part', 'respiratory chain complex I'}"
C0020651,"Hypotension, Orthostatic",86,"{'immune system process', 'locomotory behavior', 'behavior', 'regulation of transmembrane transporter activity', 'response to organic substance', 'response to chemical', 'response to stimulus', 'positive regulation of biological process', 'regulation of transporter activity', 'dopamine metabolic process'}",0.06,73,0.28258212055544946,0.0,"{'receptor signaling pathway via JAK-STAT', 'receptor signaling pathway via STAT', 'G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger', 'response to organic substance', 'response to lipopolysaccharide', 'interleukin-23-mediated signaling pathway', 'interleukin-35-mediated signaling pathway', 'interleukin-12-mediated signaling pathway', 'response to molecule of bacterial origin', 'response to lipid'}",0.08823529411764706,136,0.29019285262703615,0.0,"{'steroid hormone receptor activity', 'response to oxygen-containing compound', 'cellular response to organonitrogen compound', 'response to organic substance', 'molecular transducer activity', 'signaling receptor activity', 'nuclear receptor activity', 'ligand-activated transcription factor activity', 'response to hormone', 'response to endogenous stimulus'}"
C0024421,Macroglossia,332,"{'regulation of multicellular organismal process', 'cellular metabolic process', 'lysosomal lumen', 'anatomical structure development', 'thyroid gland development', 'nitrogen compound metabolic process', 'organic substance metabolic process', 'metabolic process', 'animal organ development', 'vacuolar lumen'}",0.16483516483516483,198,0.2977765817546583,0.0,"{'response to oxygen-containing compound', 'lysosomal lumen', 'hormone-mediated signaling pathway', 'hydrolase activity, acting on glycosyl bonds', 'catalytic activity', 'hydrolase activity, hydrolyzing O-glycosyl compounds', 'membrane-enclosed lumen', 'intracellular organelle lumen', 'organelle lumen', 'response to lipid'}",0.22137404580152673,308,0.3153279134292757,0.0,"{'sulfur compound metabolic process', 'carbohydrate derivative catabolic process', 'lysosomal lumen', 'intracellular organelle lumen', 'catabolic process', 'carbohydrate derivative metabolic process', 'membrane-enclosed lumen', 'antibiotic metabolic process', 'organelle lumen', 'vacuolar lumen'}"
C0030252,Palpitations,157,"{'regulation of heart rate by cardiac conduction', 'regulation of cardiac muscle cell contraction', 'intercalated disc', 'regulation of blood circulation', 'regulation of membrane potential', 'regulation of heart rate', 'cell-cell contact zone', 'cardiac conduction', 'multicellular organismal signaling', 'regulation of heart contraction'}",0.022222222222222223,27,0.18268348579669755,3.6835298222100716e-164,"{'cofactor metabolic process', 'succinate metabolic process', 'oxoacid metabolic process', 'drug metabolic process', 'mitochondrial matrix', 'organic acid metabolic process', 'dicarboxylic acid metabolic process', 'mitochondrial part', 'carboxylic acid metabolic process', 'mitochondrion'}",0.021505376344086023,33,0.17229261985262578,5.728929476896217e-146,"{'succinate-CoA ligase (ADP-forming) activity', 'tricarboxylic acid cycle', 'succinate metabolic process', 'succinyl-CoA metabolic process', 'citrate metabolic process', 'tricarboxylic acid metabolic process', 'mitochondrial matrix', 'antibiotic metabolic process', 'dicarboxylic acid metabolic process', 'succinate-CoA ligase activity'}"
C0000768,Congenital Abnormality,90,"{'morphogenesis of an epithelium', 'regulation of cell proliferation involved in heart morphogenesis', 'morphogenesis of a branching structure', 'blood vessel morphogenesis', 'tissue morphogenesis', 'artery morphogenesis', 'tube morphogenesis', 'branching morphogenesis of an epithelial tube', 'morphogenesis of a branching epithelium', 'regulation of heart morphogenesis'}",0.041666666666666664,35,0.22563325478976318,1.3886664416271666e-251,"{'regulation of Notch signaling pathway', 'lymphocyte differentiation', 'positive regulation of Notch signaling pathway', 'marginal zone B cell differentiation', 'mature B cell differentiation', 'Notch binding', 'loop of Henle development', 'B cell activation involved in immune response', 'mature B cell differentiation involved in immune response', 'O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity'}",0.0,0,0.12739212924543888,3.809741530239973e-80,"{'lymphocyte differentiation', 'Notch signaling involved in heart development', 'Notch signaling pathway', 'marginal zone B cell differentiation', 'mature B cell differentiation', 'cell fate determination', 'Notch binding', 'cell surface receptor signaling pathway involved in heart development', 'B cell activation involved in immune response', 'mature B cell differentiation involved in immune response'}"
C0473527,Hypoalphalipoproteinemias,162,"{'reverse cholesterol transport', 'plasma lipoprotein particle organization', 'very-low-density lipoprotein particle remodeling', 'regulation of sterol transport', 'regulation of cholesterol transport', 'protein-lipid complex subunit organization', 'regulation of Cdc42 protein signal transduction', 'lipid homeostasis', 'lipoprotein biosynthetic process', 'cholesterol transport'}",0.0,0,,,"{'triglyceride biosynthetic process', 'positive regulation of cholesterol efflux', 'fatty acid metabolic process', 'lipoxygenase pathway', 'inorganic diphosphate transport', 'DNA integration', 'triglyceride acyl-chain remodeling', 'acylglycerol acyl-chain remodeling', 'phosphate ion transmembrane transport', 'response to fluoride'}",0.0,2,0.26856503269844545,0.0,"{'negative regulation of metabolic process', 'negative regulation of immune response', 'regulation of protein metabolic process', 'identical protein binding', 'negative regulation of protein metabolic process', 'negative regulation of cellular protein metabolic process', 'negative regulation of macromolecule metabolic process', 'negative regulation of proteolysis', 'apolipoprotein receptor binding', 'regulation of macromolecule metabolic process'}"
C0026827,Muscle hypotonia,1457,"{'cell part', 'cellular process', 'intracellular part', 'intracellular organelle part', 'biological_process', 'molecular_function', 'metabolic process', 'cellular_component', 'organelle part', 'cellular metabolic process'}",0.19558287795992715,3794,0.309977682317755,0.0,"{'organelle', 'cellular process', 'intracellular membrane-bounded organelle', 'intracellular organelle part', 'membrane-bounded organelle', 'protein-containing complex', 'metabolic process', 'cytoplasmic part', 'intracellular organelle', 'organelle part'}",0.20483564248845423,2978,0.2866538922604291,0.0,"{'cellular metabolic process', 'cellular process', 'intracellular organelle part', 'intracellular membrane-bounded organelle', 'membrane-bounded organelle', 'protein-containing complex', 'metabolic process', 'cytoplasmic part', 'organelle part', 'intracellular part'}"
C0033375,Prolactinoma,148,"{'protein serine/threonine kinase inhibitor activity', 'cyclin-dependent protein serine/threonine kinase inhibitor activity', 'regulation of cyclin-dependent protein serine/threonine kinase activity', 'negative regulation of cyclin-dependent protein serine/threonine kinase activity', 'negative regulation of protein serine/threonine kinase activity', 'negative regulation of protein kinase activity', 'regulation of cyclin-dependent protein kinase activity', 'negative regulation of transferase activity', 'negative regulation of kinase activity', 'negative regulation of cyclin-dependent protein kinase activity'}",0.027932960893854747,36,0.24246831085572795,2.19184182824727e-291,"{'regulation of BMP signaling pathway', 'regulation of pathway-restricted SMAD protein phosphorylation', 'regulation of cellular response to growth factor stimulus', 'transmembrane receptor protein serine/threonine kinase signaling pathway', 'negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'negative regulation of BMP signaling pathway', 'negative regulation of signal transduction', 'regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'BMP signaling pathway', 'negative regulation of cellular response to growth factor stimulus'}",0.0,0,0.2210125839059752,3.253866354828608e-241,"{'phosphorylation', 'regulation of multicellular organismal process', 'positive regulation of cartilage development', 'protein metabolic process', 'anatomical structure development', 'positive regulation of biological process', 'protein phosphorylation', 'cyclin-dependent protein kinase activity', 'cyclin binding', 'cyclin-dependent protein serine/threonine kinase activity'}"
C2937365,Recurrent aphthous ulcer,56,"{'regulation of immune effector process', 'immune system process', 'regulation of response to stress', 'defense response', 'regulation of immune response', 'immune response', 'regulation of immune system process', 'regulation of response to stimulus', 'regulation of defense response', 'positive regulation of immune system process'}",0.1375,126,0.3485904027266719,0.0,"{'cell surface receptor signaling pathway', 'receptor signaling pathway via JAK-STAT', 'receptor regulator activity', 'cytokine receptor activity', 'receptor signaling pathway via STAT', 'receptor ligand activity', 'response to external biotic stimulus', 'cytokine-mediated signaling pathway', 'interleukin-12 receptor binding', 'response to external stimulus'}",0.12077294685990338,176,0.32122839515334634,0.0,"{'regulation of leukocyte mediated cytotoxicity', 'positive regulation of cell killing', 'adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains', 'positive regulation of lymphocyte mediated immunity', 'positive regulation of leukocyte mediated cytotoxicity', 'positive regulation of leukocyte mediated immunity', 'regulation of immune system process', 'regulation of lymphocyte mediated immunity', 'side of membrane', 'external side of plasma membrane'}"
C0027697,Nephritis,47,"{'immune system process', 'network-forming collagen trimer', 'extracellular space', 'basement membrane collagen trimer', 'extracellular region part', 'collagen-containing extracellular matrix', 'collagen type IV trimer', 'cell surface', 'extracellular matrix', 'extracellular region'}",0.17105263157894737,42,0.12030595946825466,1.2833123399703895e-71,"{'extracellular space', 'extracellular region part', 'collagen-containing extracellular matrix', 'extracellular matrix structural constituent', 'extracellular matrix component', 'extracellular structure organization', 'extracellular matrix', 'extracellular matrix structural constituent conferring tensile strength', 'extracellular region', 'extracellular matrix organization'}",0.08955223880597014,26,0.1745965050167453,6.638158692272913e-150,"{'extracellular space', 'extracellular region part', 'extracellular matrix organization', 'collagen-containing extracellular matrix', 'collagen binding', 'extracellular matrix structural constituent', 'extracellular matrix', 'extracellular structure organization', 'extracellular region', 'glycosaminoglycan binding'}"
C1136382,Sclerocystic Ovaries,32,"{'Sertoli cell differentiation', 'gland development', 'male sex determination', 'positive regulation of gonad development', 'positive regulation of reproductive process', 'positive regulation of male gonad development', 'cellular developmental process', 'regulation of male gonad development', 'sex determination', 'regulation of gonad development'}",0.0,21,0.027734727832472404,3.934564631969951e-05,"{'protein splicing', 'androgen metabolic process', 'intein-mediated protein splicing', 'mineralocorticoid biosynthetic process', 'smooth endoplasmic reticulum part', 'cellular hormone metabolic process', 'regulation of immature T cell proliferation in thymus', 'mineralocorticoid metabolic process', 'cholesterol dehydrogenase activity', 'steroid delta-isomerase activity'}",0.03940886699507389,179,0.26662049509760377,0.0,"{'regulation of gene expression', 'smoothened signaling pathway', 'transcription, DNA-templated', 'regulation of primary metabolic process', 'animal organ morphogenesis', 'nucleic acid metabolic process', 'regulation of smoothened signaling pathway', 'hedgehog family protein binding', 'negative regulation of smoothened signaling pathway', 'nucleic acid-templated transcription'}"
C0022568,Keratitis,128,"{'cellular response to stimulus', 'nucleotide-excision repair, preincision complex assembly', 'damaged DNA binding', 'global genome nucleotide-excision repair', 'nucleotide-excision repair', 'UV protection', ""nucleotide-excision repair, DNA incision, 5'-to lesion"", 'response to UV', 'nucleotide-excision repair, preincision complex stabilization', 'nucleotide-excision repair complex'}",0.2,142,0.3219835861019719,0.0,"{'nucleotide-excision repair, preincision complex assembly', 'transcription initiation from RNA polymerase I promoter', 'carboxy-terminal domain protein kinase complex', 'transcription factor TFIIH holo complex', 'transcription-coupled nucleotide-excision repair', 'nucleotide-excision repair', 'termination of RNA polymerase I transcription', 'RNA capping', '7-methylguanosine mRNA capping', '7-methylguanosine RNA capping'}",0.007633587786259542,4,0.16812179318483064,5.534173175771251e-139,"{'regulation of signal transduction by p53 class mediator', 'cellular response to stress', 'RNA polymerase II transcription factor complex', 'transcription factor complex', 'regulation of apoptotic signaling pathway', 'nucleotide-excision repair', 'response to endoplasmic reticulum stress', 'chromatin binding', 'regulation of DNA-templated transcription in response to stress', 'regulation of transcription from RNA polymerase II promoter in response to stress'}"
C0948187,Tracheomalacia,1,"{'epithelium development', 'embryonic skeletal system morphogenesis', 'anatomical structure morphogenesis', 'skeletal system morphogenesis', 'animal organ morphogenesis', 'embryonic organ morphogenesis', 'inner ear morphogenesis', 'limb bud formation', 'mesenchymal cell proliferation', 'growth factor binding'}",0.0,60,0.14232915664847304,9.097098911569376e-100,"{'system development', 'fibroblast growth factor-activated receptor activity', 'fibroblast growth factor binding', 'skeletal system development', 'enzyme linked receptor protein signaling pathway', 'transmembrane receptor protein tyrosine kinase activity', 'transmembrane receptor protein kinase activity', 'growth factor binding', 'extracellular matrix structural constituent conferring tensile strength', 'platelet-derived growth factor binding'}",0.0,0,0.021141929690055423,0.001725905301960026,"{'positive regulation of transcription, DNA-templated', 'morphogenesis of a branching structure', 'positive regulation of nucleic acid-templated transcription', 'positive regulation of RNA biosynthetic process', 'intracellular membrane-bounded organelle', 'regulation of developmental process', 'positive regulation of transcription by RNA polymerase II', 'nucleus', 'morphogenesis of a branching epithelium', 'regulation of multicellular organismal development'}"
C0031511,Pheochromocytoma,131,"{'catecholamine metabolic process', 'neurotransmitter metabolic process', 'catechol-containing compound metabolic process', 'phenol-containing compound metabolic process', 'catecholamine catabolic process', 'regulation of neurotransmitter levels', 'phenol-containing compound catabolic process', 'catechol-containing compound catabolic process', 'dopamine metabolic process', 'dopamine catabolic process'}",0.10582010582010581,78,0.1583626624826042,2.4162759450345603e-123,"{'alcohol dehydrogenase (NAD) activity', 'oxidoreductase activity', 'alcohol dehydrogenase activity, zinc-dependent', 'oxoacid metabolic process', 'retinol dehydrogenase activity', 'ethanol oxidation', 'drug metabolic process', 'ethanol metabolic process', 'oxidation-reduction process', 'antibiotic metabolic process'}",0.06936416184971098,54,0.13858379198777263,1.2300286654479594e-94,"{'succinate-CoA ligase (ADP-forming) activity', 'tricarboxylic acid cycle', 'succinate metabolic process', 'succinyl-CoA metabolic process', 'drug metabolic process', 'mitochondrial matrix', 'membrane-enclosed lumen', 'intracellular organelle lumen', 'organelle lumen', 'succinate-CoA ligase activity'}"
C1865014,Long philtrum,744,"{'cell part', 'cellular process', 'organelle part', 'intracellular organelle part', 'biological_process', 'anatomical structure development', 'protein binding', 'cellular_component', 'developmental process', 'multicellular organismal process'}",0.20653973509933773,2171,0.36301120173580675,0.0,"{'cellular response to chemical stimulus', 'cellular response to stimulus', 'positive regulation of metabolic process', 'positive regulation of macromolecule metabolic process', 'response to organic substance', 'response to chemical', 'cellular response to organic substance', 'positive regulation of biological process', 'response to stimulus', 'positive regulation of nitrogen compound metabolic process'}",0.24170616113744076,1352,0.33439437523722965,0.0,"{'cytoplasm', 'regulation of biological process', 'kinase binding', 'regulation of cellular component organization', 'identical protein binding', 'regulation of biological quality', 'enzyme binding', 'protein binding', 'regulation of cellular process', 'biological regulation'}"
