,data,data,loo_ptest[DP],loo_ptest[DP],loo_ptest[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],subgraph_metrics[DP],subgraph_metrics[DP],subgraph_metrics[DP]
C0018799,Heart Diseases,cardiovascular system ,42,0.03,0.53,0.025,0.025,0.8334798977457589,0.006887233504774296,0.025,0.025,0.8098930978387173,0.002805758972189523,0.07,0.05,0.772964908204,0.0051792719884,0.0,0.0,0.7514055310248663,0.0009557351977403457,0.0,0.0,0.5445346270044155,0.0003677468770538628,0.045,0.02,0.5282588891471065,0.0019074237202277766,0.05,0.0,0.7824745526376946,0.0031602946564575065,0.9828516989520484,0.8056146482297524,0.0313588850174216
C0022353,Neonatal Jaundice,integumentary system ,18,0.08,0.07,0.2,0.0,0.6949881610102604,0.007356936660499819,0.1,0.05,0.5512152374762059,0.004656462478062529,0.0,0.0,0.731654208645,0.0014134136324,0.15,0.05,0.7438715817818841,0.007973684868212604,0.2,0.15,0.5940224708667998,0.009425386001187782,0.0,0.0,0.4930358883885046,8.356201128318405e-05,0.05,0.0,0.6983170063605553,0.002051595321235082,0.9574468085106383,0.989137634123725,0.052287581699346414
C0005283,beta Thalassemia,monogenic ,10,0.13,0.44,0.4,0.0,0.6213138720007425,0.006929267346639857,0.4,0.0,0.6567294751009423,0.006585392134680577,0.2,0.2,0.653615352485,0.026929244704499998,0.2,0.0,0.742715923330394,0.005278659172018265,0.0,0.0,0.5919942451385343,0.001979606377726532,0.0,0.0,0.4930384740335082,4.640801930573604e-05,0.0,0.0,0.7911217338840674,0.0009031551124266318,0.97008547008547,0.9856212087171422,0.15555555555555556
C0032914,Pre-Eclampsia,cardiovascular system ,21,0.09,0.16,0.2,0.05,0.8016143511639425,0.009770877963180418,0.3,0.15,0.8023232417038137,0.022247373092949187,0.15,0.1,0.7947127290739999,0.0111707219211,0.05,0.05,0.8106944960376424,0.004656825769476182,0.05,0.0,0.5877635122585438,0.002307127003102508,0.0,0.0,0.4930349182763745,9.75014426491214e-05,0.25,0.05,0.7082907689450223,0.03133374851708177,0.9636363636363636,0.9623626811017354,0.06666666666666668
C0038990,Sweating,,81,0.0,0.0,0.2083333333333333,0.12361111111111113,0.8445143868607851,0.027987801897385832,0.24722222222222226,0.13611111111111113,0.8265068823596365,0.03842808524883379,0.14722222222200002,0.0986111111111,0.805933852518,0.07294589926799999,0.09861111111111112,0.025,0.8195344350799859,0.0071077599007603265,0.025,0.0,0.7271097193766685,0.002662199328620295,0.04861111111111111,0.036111111111111115,0.5362290722460215,0.0058645070709432146,0.0375,0.0125,0.7336643229651704,0.0024879434653913065,0.9632566234770836,0.7085558960276397,0.029320987654320983
C1836509,Hypotonic seizures,,10,0.14,0.17,0.3,0.3,0.8252448136631549,0.024408011506299936,0.3,0.3,0.7986703485404001,0.0460913107534337,0.3,0.3,0.8545481969650001,0.05241885156000001,0.3,0.3,0.8470506334988628,0.023596261483022414,0.3,0.1,0.6445955353413468,0.014716625398460253,0.2,0.1,0.6438784981667981,0.10331335728421616,0.2,0.0,0.750447858170511,0.003190844249426545,0.9698492462311558,0.9726609963547996,0.13333333333333333
C1840077,Anteverted nostril,,187,0.0,0.04,0.10643274853801167,0.05906432748538011,0.8026543263086744,0.01790718748498356,0.08567251461988304,0.037426900584795315,0.795212456933943,0.01879899147564156,0.0374269005848,0.0213450292398,0.7497670328139999,0.005274908257979999,0.09619883040935673,0.015789473684210527,0.7756081857662405,0.014455270195930566,0.037719298245614034,0.0,0.7136484441488997,0.0041508633133420575,0.0,0.0,0.5145370894870931,0.001118473831858978,0.031871345029239766,0.016081871345029242,0.6638267150484228,0.008919330821877229,0.95370831259333,0.4409794974353166,0.016042780748663103
C0426790,Narrow thorax,,53,0.08,0.67,0.07666666666666666,0.04,0.8218784102182541,0.006780536805563189,0.05333333333333333,0.0,0.8075305369543649,0.003600417120671224,0.0,0.0,0.7428216455850001,0.00105609974542,0.03666666666666667,0.0,0.7643768601190477,0.002155291359690166,0.04,0.0,0.5977716548859128,0.0012571339336576149,0.02,0.02,0.5031556919642857,0.0019084220396729265,0.02,0.0,0.6098370845734127,0.001268991874817775,0.9766374634960368,0.8683731767259264,0.020319303338171262
C1836189,Radially deviated fingers,,37,0.0,0.0,0.2333333333333333,0.08333333333333333,0.9297564281288724,0.013498712537545612,0.2583333333333333,0.15833333333333333,0.9258600526641884,0.015545768013096291,0.108333333333,0.108333333333,0.88759797088,0.01464148022,0.18333333333333326,0.13333333333333333,0.906129182156134,0.020181549194354158,0.0,0.0,0.7738015024783147,0.002272689429795608,0.025,0.025,0.505681342936803,0.0013036207361467626,0.025,0.025,0.6556644981412639,0.0043760274322769115,0.975609756097561,0.8007267402930174,0.058558558558558564
C1836184,Short femoral neck,,15,0.0,0.37,0.05,0.05,0.7735574691300715,0.003595028489123693,0.05,0.05,0.7974897873920714,0.005944057304100642,0.05,0.0,0.740930507845,0.00200998706077,0.05,0.0,0.7850687029987929,0.0026010199420226877,0.0,0.0,0.5632102404604957,0.0010320346002398355,0.1,0.1,0.5436449726116424,0.005064984151852772,0.05,0.05,0.8087898059604492,0.007213739579356145,0.9750778816199376,0.9829453791196128,0.0761904761904762
C4021800,Enamel abnormalities,,30,0.11,0.62,0.2333333333333333,0.03333333333333333,0.8384617766835447,0.04162683421709505,0.2333333333333333,0.06666666666666668,0.8505373097350614,0.07319891392589314,0.1,0.06666666666669999,0.809745126276,0.00800344276587,0.06666666666666668,0.0,0.8181074929158731,0.002907377058137218,0.0,0.0,0.6599595856366424,0.0009326101222272273,0.03333333333333333,0.03333333333333333,0.5265170870689521,0.004465067926517066,0.0,0.0,0.767375853579226,0.0011081591025502893,0.9809281627463444,0.6760352527764381,0.06896551724137931
C1837458,Impaired smooth pursuit,,13,0.2,0.18,0.0,0.0,0.661175965466023,0.0001827287099218099,0.0,0.0,0.6871797252135166,0.0002123053168597,0.0,0.0,0.583693835871,0.000197311445658,0.0,0.0,0.5928866505755663,0.00033769774462448206,0.0,0.0,0.4808879502413666,6.0337533191168777e-05,0.0,0.0,0.4930375046416636,6.0337533191168777e-05,0.0,0.0,0.5128272372818419,0.00020988085647479066,0.9917355371900828,0.9761588189445692,0.05128205128205128
C0005587,"Depression, Bipolar",cognitive disorder,12,0.03,0.37,0.2,0.1,0.6341680204223717,0.010571869741897305,0.0,0.0,0.5848456718496171,0.001476199587105957,0.2,0.0,0.591417962404,0.00230498475589,0.0,0.0,0.6700046414481318,0.0006398842029918168,0.0,0.0,0.4924065908563472,5.569393093524347e-05,0.0,0.0,0.4930378278022743,5.569393093524347e-05,0.2,0.1,0.7658667904386168,0.05288129714468538,0.9742268041237112,0.9460784313725491,0.07575757575757576
C0334588,Giant Cell Glioblastoma,cancer,12,0.05,0.13,0.25,0.2,0.8366221861220702,0.062238137647789314,0.25,0.2,0.7702889301462057,0.06920540701297788,0.35,0.35,0.864744720353,0.06760577211180001,0.0,0.0,0.8577674634485959,0.001146570102283862,0.0,0.0,0.5681527036435368,0.00019440173152051598,0.0,0.0,0.6429264330471106,0.0019460635190250387,0.0,0.0,0.657591088419587,0.00028449391483080424,0.9913169319826338,0.8316950807019137,0.18181818181818185
C0034012,Delayed Puberty,,92,0.0,0.05,0.06555555555555556,0.05555555555555556,0.8166464787638791,0.028005554857329844,0.04111111111111111,0.01111111111111111,0.7883678857054118,0.007706926352455319,0.137777777778,0.032222222222199996,0.757242280715,0.0155468622568,0.04444444444444444,0.02222222222222222,0.7643376038512307,0.010473086836252832,0.03333333333333333,0.0,0.6909148484613195,0.0024986539139185545,0.054444444444444434,0.021111111111111112,0.5370568625928515,0.002420532089437544,0.021111111111111112,0.021111111111111112,0.6971280896549941,0.0038393777727638414,0.957561832680092,0.5638014299328309,0.03750597228858098
C1833118,"Cataract, Pulverulent",,11,0.0,0.04,0.55,0.5,0.9498862897985704,0.3630981931502069,0.5,0.5,0.9019632414369256,0.32867112839314033,0.55,0.55,0.917850181008,0.286645542955,0.35,0.3,0.8894968903740834,0.03700245558590301,0.3,0.3,0.64255082149819,0.025001052671652074,0.3,0.3,0.6952613014016522,0.1081099232725256,0.4,0.2,0.8597164206813329,0.1549828222219023,0.9680851063829788,0.9772727272727272,0.16363636363636366
C0232466,Feeding difficulties,,125,0.0,0.01,0.016666666666666666,0.0,0.7511438981728735,0.002351567522839256,0.008333333333333333,0.0,0.7484323106593543,0.0022923768896612787,0.00769230769231,0.0,0.717822648376,0.00196168920897,0.08076923076923076,0.03205128205128205,0.7760960724916492,0.01396175036992361,0.0467948717948718,0.015384615384615384,0.6877441831529179,0.0039206544002131135,0.02371794871794872,0.007692307692307694,0.5126417273236281,0.0014059697170129824,0.007692307692307694,0.007692307692307694,0.6282415283640088,0.0032487642258929067,0.9675540765391016,0.5557120143598234,0.015096774193548388
C0005910,Body Weight,,14,0.05,0.26,0.0,0.0,0.5378243512974052,0.00015713875808346994,0.0,0.0,0.5771016107320244,0.0001893390377247926,0.0,0.0,0.507812282412,0.00012434543192099999,0.05,0.0,0.5336536229865849,0.0011590852517084033,0.1,0.0,0.5461240310077521,0.002745799100640317,0.0,0.0,0.4930371814510514,6.498156648788272e-05,0.05,0.0,0.5686208977394048,0.002002464993175472,0.961904761904762,0.9974633085703932,0.04395604395604396
C1865841,Flared iliac wings,,13,0.03,0.25,0.4,0.25,0.7985169884886744,0.017670129968097543,0.35,0.35,0.7676708132194578,0.019419759632169804,0.3,0.15,0.735622447085,0.0167170263783,0.2,0.1,0.7680305421463054,0.014059167479241852,0.1,0.0,0.6250742666171556,0.002107970409840722,0.0,0.0,0.4930375046416636,6.0337533191168777e-05,0.1,0.05,0.6440609914593389,0.007848445434130727,0.9918533604887984,0.8452038834951456,0.07692307692307693
C2609414,Acute kidney injury,,70,0.0,0.04,0.1,0.014285714285714284,0.7696105286252817,0.007724122148718393,0.12857142857142856,0.042857142857142864,0.7887244114381453,0.010148383854899938,0.0857142857143,0.0285714285714,0.750566455465,0.009682289884600001,0.042857142857142864,0.014285714285714284,0.7539163214967192,0.003677923559457992,0.0,0.0,0.6636501140224321,0.0010878237322495103,0.014285714285714284,0.0,0.5500495316104754,0.0013649382728895196,0.057142857142857134,0.0,0.7193066904241101,0.0022472906506218445,0.9718309859154929,0.681520184798152,0.032712215320910974
C1865847,Ulnar bowing,,10,0.07,0.35,0.0,0.0,0.4828908896830185,0.00012507898502261058,0.0,0.0,0.5463614424281802,0.0001711314169435831,0.0,0.0,0.474792314475,0.000139678801255,0.0,0.0,0.6060750916600919,0.00030411780232752946,0.0,0.0,0.4884949180860445,4.640801930573604e-05,0.1,0.0,0.5434004733837656,0.0014116302310737926,0.0,0.0,0.5440803824198264,0.00035339216916406265,0.9929824561403509,0.9899890123306068,0.04444444444444445
C1860834,Infantile muscular hypotonia,,12,0.0,0.16,0.25,0.25,0.8208435831979578,0.03264415844581812,0.25,0.25,0.8193304711069853,0.018933972690244518,0.25,0.05,0.753180552332,0.0109546636598,0.15,0.05,0.7817498259456952,0.0075891425613631314,0.15,0.0,0.5676932002784868,0.0029630783475795073,0.1,0.1,0.5437247621257832,0.03338438603155717,0.0,0.0,0.6973984683221166,0.0005285182938577426,0.976525821596244,0.9856818578662476,0.07575757575757576
C0034150,Purpura,hematopoietic system ,27,0.0,0.01,0.26666666666666666,0.13333333333333333,0.8361464623006658,0.024282016065742304,0.2,0.16666666666666666,0.8286638798575631,0.04445512348938094,0.316666666667,0.166666666667,0.830422666047,0.0645571952445,0.3333333333333333,0.08333333333333333,0.8535090571295866,0.020965494281779597,0.18333333333333326,0.03333333333333333,0.7145142436909738,0.0076933564631117045,0.25,0.25,0.6364092738814058,0.0346903719737628,0.06666666666666668,0.03333333333333333,0.7774407803065491,0.013789380461063852,0.9639639639639641,0.8594076732563141,0.07977207977207977
C1865060,Molar tooth sign on MRI,,12,0.02,0.61,0.65,0.35,0.8635182176839173,0.12201434779877905,0.5,0.35,0.8560176375029009,0.036746323701055295,0.55,0.15,0.8683592480850001,0.028994614813099995,0.05,0.05,0.8651589695985148,0.007285091227732913,0.0,0.0,0.6789661174286377,0.001118206713182414,0.25,0.05,0.6189881643072639,0.005271701336027057,0.4,0.1,0.901067533070318,0.019844416494705728,0.9904761904761904,0.8806415179579851,0.09090909090909093
C0002452,Amelogenesis Imperfecta,gastrointestinal system ,12,0.01,0.0,0.0,0.0,0.73411232304479,0.0030671731075020484,0.2,0.0,0.7294569505685774,0.004633640831959539,0.1,0.0,0.6833952193080001,0.0024617062778,0.2,0.0,0.6292991413320956,0.0037953081243895007,0.2,0.2,0.5975702019029938,0.01155956936024927,0.0,0.0,0.4930378278022743,5.569393093524347e-05,0.1,0.0,0.7481550243676027,0.0019296244293294925,0.9720279720279721,0.9869888475836432,0.030303030303030307
C0240479,Neck muscle weakness,,17,0.0,0.0,0.35,0.25,0.8455663881151345,0.15823423007644052,0.45,0.2,0.884368616527391,0.1599919744730076,0.35,0.25,0.8567711234909999,0.16554718201,0.25,0.2,0.8934911792014855,0.09000160778100805,0.25,0.2,0.8337383936861654,0.02531976788268681,0.2,0.15,0.6444196843082637,0.025149152207817757,0.0,0.0,0.6803017641597029,0.000801355307507692,0.9747023809523808,0.9005468650642249,0.125
C0027626,Neoplasm Invasiveness,,136,0.0,0.23,0.14615384615384616,0.08131868131868132,0.8702296478088926,0.021457174651166845,0.13296703296703294,0.07417582417582418,0.8780812425518555,0.01932572669348313,0.11758241758199998,0.05934065934069999,0.8599347795200001,0.0238759687287,0.1478021978021978,0.05164835164835165,0.8561466333489115,0.013821378193158252,0.0,0.0,0.7831739137572199,0.002415455344028057,0.03736263736263736,0.022527472527472527,0.5267377293823305,0.01701750292621473,0.04395604395604395,0.0071428571428571435,0.7560849192355659,0.0049402488607735795,0.9472218353989696,0.43644640883977903,0.04128540305010893
C0027627,Neoplasm Metastasis,,150,0.0,0.06,0.11333333333333333,0.04666666666666667,0.8439554039955779,0.014688509018868269,0.12,0.04,0.8568739197458776,0.02017027329576477,0.126666666667,0.04,0.8463773532019999,0.026607129542299997,0.12,0.03333333333333333,0.8438845548963734,0.010262497867780941,0.0,0.0,0.7593115958954236,0.001968386086650342,0.06,0.02,0.5432364802790365,0.004936898613464572,0.04666666666666667,0.02,0.7868444901200541,0.006702355547712886,0.948433012860532,0.4592447703744702,0.036957494407158835
C0231791,Toeing-in,,24,0.04,0.31,0.0,0.0,0.7316874100218269,0.0012668972206860642,0.1,0.0,0.7484245112153438,0.0020729767624485746,0.0,0.0,0.677218300593,0.000613437012364,0.15,0.0,0.70239245189554,0.002534139304822019,0.05,0.0,0.5809664236288488,0.0016438946259291051,0.0,0.0,0.4930339478939302,0.00011144389502420296,0.0,0.0,0.6608585272217836,0.000467797346407486,0.9801324503311258,0.9172487909725954,0.043478260869565216
C1862095,Bilateral single transverse palmar creases,,34,0.0,0.0,0.3916666666666667,0.275,0.7721135529433628,0.07979219488595457,0.3583333333333333,0.3583333333333333,0.8323917049977544,0.060156294499960385,0.45,0.29166666666700003,0.814836066843,0.19154648982099998,0.31666666666666665,0.29166666666666663,0.8670937291889297,0.2290508223917543,0.11666666666666665,0.06666666666666668,0.7971393005931641,0.008406206208531709,0.2333333333333333,0.20833333333333331,0.6236998404807261,0.15689829711686926,0.225,0.09166666666666666,0.8548695968653688,0.01972997642192189,0.9488134015821312,0.8714666894967396,0.09803921568627452
C0240278,Lymphatic obstruction,,20,0.17,0.25,0.05,0.0,0.8387170915169243,0.003080994528451764,0.1,0.0,0.8449737660769838,0.0036154940503530368,0.1,0.05,0.820334772717,0.00567577850158,0.05,0.0,0.8382992060175513,0.002769843121754401,0.0,0.0,0.7118528578724985,0.0008868627585896143,0.1,0.05,0.568540186655523,0.017991384510721527,0.0,0.0,0.6782397734131961,0.001190192594920211,0.9794103883949462,0.8406608114826193,0.11578947368421053
C0040038,Thromboembolism,,15,0.0,0.01,0.5,0.4,0.8753191439977719,0.03850974797536906,0.6,0.4,0.7619034908550739,0.058228609966947086,0.65,0.4,0.909993268963,0.08334402554939999,0.6,0.35,0.9117978832049018,0.051257795044700884,0.55,0.25,0.7955969733543775,0.020739816724515147,0.3,0.3,0.6450724166744035,0.09266546511661147,0.4,0.05,0.8491528177513693,0.014141257327122863,0.9194915254237288,0.9665329288580096,0.18095238095238092
C1865992,Short hallux,,16,0.0,0.06,0.6,0.35,0.9245357689986538,0.05875173490466575,0.6,0.3,0.9264228680191262,0.056078000711271885,0.6,0.3,0.8922601086299999,0.0319401310095,0.45,0.25,0.8587751265029478,0.07666012762270294,0.25,0.05,0.7387447193723597,0.00870288676464769,0.3,0.3,0.6450559398356622,0.08741681409046351,0.3,0.15,0.8091476718815283,0.04239059618816536,0.9666295884315906,0.9375714137322116,0.125
C0032460,Polycystic Ovary Syndrome,,151,0.0,0.31,0.04583333333333333,0.012916666666666665,0.695712971830328,0.0037743541653531523,0.012916666666666665,0.0,0.678011879457473,0.0024269694058173612,0.00666666666667,0.0,0.662371482684,0.0017483631771500001,0.01333333333333333,0.0,0.6751238846585069,0.0021457603332292324,0.0,0.0,0.5582639699928369,0.0011764834348129039,0.0,0.0,0.5026119623781494,0.0009034953744065029,0.0,0.0,0.5619893176367997,0.0013794527114563964,0.9727699530516432,0.6609944354693951,0.007682119205298012
C4021821,Abnormality of the urinary system,,21,0.0,0.08,0.65,0.3,0.8832207311788013,0.031111248479650425,0.65,0.35,0.9174602990341753,0.03525490031105725,0.65,0.15,0.873218099926,0.0317578304326,0.55,0.05,0.8823520307082713,0.014739555351697376,0.2,0.0,0.8099751578751857,0.006094780755498722,0.3,0.0,0.7436478454680536,0.008101721999181041,0.35,0.1,0.7782116765725606,0.015475708979984756,0.9572845156369184,0.5649491804241819,0.4
C1512419,Hereditary Melanoma,cancer,12,0.0,0.45,0.35,0.15,0.9451404038059874,0.012202188124445209,0.3,0.2,0.9193757252262706,0.013076981160802286,0.4,0.25,0.913870967742,0.0864095968906,0.2,0.2,0.9599582269668137,0.04435979986088572,0.0,0.0,0.8815398004177304,0.002427910367524707,0.15,0.05,0.5935692736133673,0.008560242505745013,0.05,0.05,0.76858203759573,0.051644966125223964,0.9783333333333334,0.9050168601508404,0.19696969696969696
C0345967,Malignant mesothelioma,cancer,103,0.0,0.03,0.06,0.02,0.7417679686771699,0.005602766083810986,0.059090909090909076,0.02,0.743206204395027,0.005520875311306562,0.08,0.02,0.7257924565880001,0.0154891565948,0.039090909090909086,0.01,0.7456097612651168,0.0036777466755346295,0.0,0.0,0.6558938998449112,0.0011759345395776634,0.02,0.01,0.5080751841148505,0.0014466159202784425,0.02,0.01,0.6898457587904778,0.0022939654476809733,0.9680134680134681,0.4530101793504605,0.02893584618313345
C0003850,Arteriosclerosis,cardiovascular system ,10,0.32,0.11,0.3,0.3,0.9111778901935303,0.14600272262483155,0.4,0.3,0.8833317863275629,0.06721280172253719,0.3,0.2,0.855610989929,0.0713020584308,0.3,0.2,0.8066227317027892,0.0120785617216572,0.2,0.0,0.7433378196500673,0.006739104778155257,0.3,0.3,0.6450433935118578,0.07336581894684735,0.2,0.2,0.6565275908479138,0.04181771915239002,0.9602385685884692,0.9210465385505904,0.2222222222222222
C0948740,Pituitary hypoplasia,endocrine system ,13,0.02,0.37,0.1,0.0,0.8896839027107315,0.003504197204654832,0.1,0.0,0.8754850538432974,0.004115053144514029,0.0,0.0,0.865468343854,0.0024973599139400003,0.15,0.0,0.8587332900111401,0.0031718519465164627,0.0,0.0,0.6279091626438915,0.0007958255805422767,0.1,0.0,0.5433067211288526,0.0011309649022636528,0.1,0.0,0.8836543817304122,0.005430451685253272,0.9855985598559855,0.9632784715904392,0.10256410256410256
C0029408,Degenerative polyarthritis,,115,0.0,0.08,0.15757575757575756,0.06893939393939394,0.8423399593830291,0.02337611238241197,0.10454545454545454,0.04393939393939394,0.8452629609687021,0.02374076628016657,0.105303030303,0.0348484848485,0.8258905454600001,0.019767907246400002,0.043939393939393945,0.017424242424242425,0.8267353367647183,0.007663194731789265,0.00909090909090909,0.0,0.7174038915410991,0.002308664669712793,0.02575757575757576,0.017424242424242425,0.52803019703612,0.002942888903273639,0.034090909090909095,0.016666666666666666,0.7907151922169178,0.004542191327549182,0.9619805481874448,0.5191948941050701,0.02623951182303585
C0025995,Micromelia,,58,0.0,0.42,0.08333333333333333,0.06666666666666668,0.7685807091802719,0.014603187400489253,0.11666666666666667,0.06666666666666668,0.8035511729227716,0.019147587831645087,0.153333333333,0.1,0.707594461758,0.0169621531158,0.10333333333333332,0.016666666666666666,0.7579228491247656,0.019790014188925474,0.03333333333333333,0.0,0.6543158596523869,0.002285479077624477,0.03333333333333333,0.016666666666666666,0.5363430857249175,0.004155546979761389,0.016666666666666666,0.016666666666666666,0.6609440749182133,0.0034595732696478037,0.9745222929936306,0.6361208274197333,0.03145795523290986
C0029401,Osteitis Deformans,musculoskeletal system ,8,0.22,0.3,0.0,0.0,0.7995904682351849,0.001432703388764823,0.0,0.0,0.8530500255232262,0.0014053433730411655,0.0,0.0,0.777675298158,0.00140338044305,0.0,0.0,0.7718339598125203,0.0018662112362049,0.0,0.0,0.6730648754002506,0.0012432076856824935,0.125,0.125,0.5563860271938373,0.025040603248259862,0.0,0.0,0.5893834980741566,0.0003184572115155076,0.9835616438356164,0.9621641161585732,0.21428571428571427
C0042963,Vomiting,,111,0.0,0.05,0.13636363636363638,0.045454545454545456,0.7926279958966707,0.01348626969467794,0.15454545454545454,0.045454545454545456,0.801124600476461,0.016171287267636766,0.153787878788,0.0636363636364,0.7751992318970001,0.035847604187599996,0.045454545454545456,0.0,0.7905900725995382,0.005688515005543387,0.00909090909090909,0.0,0.6703634427837075,0.003065303969668097,0.06363636363636364,0.027272727272727268,0.5478877179893686,0.0143948652664947,0.03636363636363636,0.00909090909090909,0.8168104739458372,0.005564905083727593,0.9491276699820642,0.6626562573337297,0.025552825552825557
C0018939,Hematological Disease,,18,0.13,0.19,0.1,0.1,0.7155334509494405,0.009792887709504868,0.0,0.0,0.7127385208226937,0.0011242782789139924,0.0,0.0,0.603731603138,0.00041531159523199994,0.05,0.0,0.7104647383815405,0.0012356953558594432,0.05,0.0,0.5403906866614049,0.0012204908949058936,0.0,0.0,0.4930358883885046,8.356201128318405e-05,0.0,0.0,0.6131946701332467,0.0002753025393249411,0.9732313575525812,0.989079413736948,0.0457516339869281
C1865200,Delayed epiphyseal ossification,,9,0.06,0.05,0.3333333333333333,0.3333333333333333,0.8340088278365614,0.030156023794825668,0.3333333333333333,0.3333333333333333,0.8055710248953242,0.05970404226560745,0.33333333333299997,0.222222222222,0.8083941794030001,0.0169198277929,0.3333333333333333,0.1111111111111111,0.8387579151455149,0.115225758108254,0.2222222222222222,0.1111111111111111,0.6520094672359383,0.008274642855927614,0.1111111111111111,0.0,0.5490223377266258,0.0016752365865058414,0.0,0.0,0.6923921787018129,0.0006029117837452678,0.9894086496028244,0.9211262264776984,0.16666666666666666
C0235095,Visual field constriction,,35,0.0,0.02,0.36666666666666653,0.25833333333333336,0.7622179242945204,0.12623595802018447,0.4166666666666667,0.3583333333333333,0.7285090062881393,0.1502319920203518,0.416666666667,0.33333333333299997,0.709333279125,0.19422334023499999,0.3583333333333333,0.2833333333333333,0.7708999318526779,0.06433788936047424,0.31666666666666665,0.175,0.6998058188520273,0.01926351042918515,0.19166666666666665,0.19166666666666665,0.5902090496546168,0.1917967447301661,0.2,0.16666666666666666,0.6514942074776198,0.07853645772020344,0.9362267493356952,0.9682489659247588,0.060504201680672276
C0241011,Low serum estradiol levels,,22,0.0,0.1,0.21666666666666665,0.06666666666666668,0.8264015943038464,0.00695955731048115,0.16666666666666666,0.1,0.8235875706214691,0.009794020340948277,0.233333333333,0.05,0.798074065475,0.0076324020892,0.2333333333333333,0.05,0.7888274901323428,0.0084096596199759,0.13333333333333333,0.0,0.7181487500967417,0.005024593951031637,0.05,0.05,0.5183770605990249,0.012597505323037569,0.18333333333333326,0.18333333333333326,0.7161365219410262,0.03498953463826068,0.9712556732223904,0.9280875194459778,0.08225108225108227
C1851792,Aplasia/Hypoplasia of the earlobes,,11,0.01,0.3,0.3,0.3,0.8349020699897892,0.02664816574469775,0.3,0.2,0.8327322936972059,0.0411146953088201,0.3,0.3,0.7727350784370001,0.0251569405327,0.0,0.0,0.7804279216559917,0.0010244724289864623,0.0,0.0,0.4891998514805532,5.105075966009834e-05,0.0,0.0,0.4930381509328877,5.105075966009834e-05,0.1,0.0,0.8091966026176551,0.004393813540549321,0.9858906525573192,0.9828397453639636,0.07272727272727272
C4023911,Aplasia/Hypoplasia of the breasts,,10,0.08,0.14,0.0,0.0,0.8583723952290342,0.0018437076514361149,0.0,0.0,0.835459692764654,0.0009301816889405004,0.0,0.0,0.8042999025390001,0.0015251422232699999,0.1,0.0,0.7842066180906854,0.003500882429247877,0.0,0.0,0.5887176869169722,0.00120310953580523,0.0,0.0,0.4930384740335082,4.640801930573604e-05,0.1,0.1,0.7588016893303011,0.051772344287174484,0.986254295532646,0.9713560551124004,0.08888888888888889
C0151811,Subcutaneous nodule,,53,0.0,0.0,0.13333333333333333,0.06000000000000001,0.8814324466765872,0.01999613004497584,0.15,0.07666666666666666,0.8611831907242063,0.009892810457591458,0.133333333333,0.0,0.84265718006,0.005716342826340001,0.07666666666666666,0.02,0.8448040674603174,0.003570831793501575,0.0,0.0,0.6542692832341269,0.0007612771665473033,0.07333333333333332,0.02,0.5666538008432541,0.002853519050710887,0.0,0.0,0.7242917596726189,0.001293281050416198,0.9743119266055046,0.7222428067276913,0.045718432510885344
C4021753,Abnormality of the immune system,,19,0.0,0.18,0.25,0.2,0.730552976135203,0.025400771249919844,0.1,0.1,0.6631163524932677,0.017705936925410972,0.15,0.0,0.664780852447,0.002720684352,0.2,0.1,0.735787909740923,0.012981183558634543,0.25,0.1,0.6898296034915032,0.008857378753434984,0.0,0.0,0.4930355650478225,8.820820068435815e-05,0.05,0.0,0.6473535147181725,0.0014056722444663132,0.970509383378016,0.9747918417233212,0.06432748538011697
C1850530,Flexion contractures of joints,,92,0.0,0.03,0.07777777777777778,0.03333333333333333,0.7679154178637058,0.017049584293183543,0.08888888888888888,0.04444444444444444,0.7801955638377721,0.00848337736770757,0.044444444444399996,0.011111111111099999,0.7290836762690001,0.00623291474715,0.05555555555555556,0.01111111111111111,0.7728936511633926,0.004678765512905388,0.02222222222222222,0.0,0.6296849134249554,0.0016332565093418886,0.01111111111111111,0.0,0.5041369671558351,0.0007495447722296463,0.01111111111111111,0.0,0.609271579056345,0.001068573642518111,0.9752840342834364,0.7138083656521834,0.014811275680840896
C0220982,Ketoacidosis,,10,0.0,0.07,0.5,0.4,0.7256184155566899,0.044873785978545896,0.5,0.2,0.6868752030445073,0.08807974476471529,0.2,0.1,0.686025896877,0.0100511233954,0.3,0.3,0.7832273634380656,0.07340559436646055,0.5,0.2,0.7459228662922913,0.01676007824652711,0.0,0.0,0.4930384740335082,4.640801930573604e-05,0.0,0.0,0.7939063442706641,0.0011777366565227131,0.9523809523809524,0.9904648390941596,0.17777777777777778
