node_id,degree,protein_id,protein_name,role
10153,181,23350,U2SURP,common_disease
17840,22,80205,CHD9,common_disease
5580,14,8036,SHOC2,common_disease
5090,164,7153,TOP2A,common_disease
14640,211,56945,MRPS22,common_disease
3823,47,5525,PPP2R5A,common_disease
17365,237,79084,WDR77,common_disease
2013,95,2931,GSK3A,common_disease
2915,178,4176,MCM7,common_disease
14123,93,55626,AMBRA1,common_disease
6136,246,8878,SQSTM1,common_disease
273,48,378,ARF4,common_disease
6291,106,9113,LATS1,common_disease
4765,119,6748,SSR4,common_disease
5167,76,7278,TUBA3C,common_disease
2748,87,3956,LGALS1,common_disease
5180,124,7295,TXN,common_disease
4028,41,5784,PTPN14,common_disease
3798,73,5493,PPL,common_disease
4575,12,6525,SMTN,common_disease
359,194,509,ATP5F1C,common_disease
13303,40,53918,PELO,common_disease
10191,49,23394,ADNP,common_disease
13278,144,53615,MBD3,common_disease
14845,95,57459,GATAD2B,common_disease
2776,258,4000,LMNA,common_disease
5795,383,8451,CUL4A,common_disease
17807,19,80142,PTGES2,common_disease
10136,59,23326,USP22,common_disease
3388,33,4924,NUCB1,common_disease
5510,51,7852,CXCR4,common_disease
5129,241,7203,CCT3,common_disease
10299,56,23528,ZNF281,common_disease
2518,155,3654,IRAK1,common_disease
15355,27,63922,CHTF18,common_disease
6985,27,9931,HELZ,common_disease
6771,125,9702,CEP57,common_disease
7552,256,10642,IGF2BP1,common_disease
7553,293,10643,IGF2BP3,common_disease
9860,377,23020,SNRNP200,common_disease
4762,99,6745,SSR1,common_disease
12584,273,50628,GEMIN4,common_disease
3238,90,4720,NDUFS2,common_disease
3239,106,4722,NDUFS3,common_disease
7977,150,11218,DDX20,common_disease
6446,168,9329,GTF3C4,common_disease
9922,68,23085,ERC1,common_disease
11376,145,27292,DIMT1,common_disease
10235,489,23450,SF3B3,common_disease
2988,198,4292,MLH1,common_disease
14,25,22,ABCB7,common_disease
1042,119,1434,CSE1L,common_disease
3501,192,5093,PCBP1,common_disease
12729,15,51094,ADIPOR1,common_disease
1280,65,1788,DNMT3A,common_disease
5166,215,7277,TUBA4A,common_disease
12780,82,51150,SDF4,common_disease
10116,46,23304,UBR2,common_disease
3400,54,4942,OAT,common_disease
5032,154,7086,TKT,common_disease
14956,37,57602,USP36,common_disease
5807,215,8467,SMARCA5,common_disease
1968,23,2877,GPX2,common_disease
155,83,219,ALDH1B1,common_disease
7074,58,10049,DNAJB6,common_disease
3713,56,5358,PLS3,common_disease
2671,86,3840,KPNA4,common_disease
3968,147,5700,PSMC1,common_disease
3969,162,5701,PSMC2,common_disease
3977,180,5709,PSMD3,common_disease
3961,117,5693,PSMB5,common_disease
4877,89,6883,TAF12,common_disease
10393,28,23645,PPP1R15A,common_disease
622,45,865,CBFB,common_disease
10389,116,23641,LDOC1,common_disease
324,92,445,ASS1,common_disease
1800,38,2639,GCDH,common_disease
10754,48,25814,ATXN10,common_disease
7682,86,10844,TUBGCP2,common_disease
11802,69,29993,PACSIN1,common_disease
6758,121,9688,NUP93,common_disease
7276,114,10294,DNAJA2,common_disease
4760,103,6742,SSBP1,common_disease
13552,11,54788,DNAJB12,common_disease
1272,194,1778,DYNC1H1,common_disease
7454,94,10527,IPO7,common_disease
10022,60,23198,PSME4,common_disease
3950,275,5682,PSMA1,common_disease
3954,143,5686,PSMA5,common_disease
3957,181,5689,PSMB1,common_disease
3959,110,5691,PSMB3,common_disease
3960,124,5692,PSMB4,common_disease
3972,124,5704,PSMC4,common_disease
3974,137,5706,PSMC6,common_disease
3976,250,5708,PSMD2,common_disease
15833,15,65084,TMEM135,common_disease
14348,77,55929,DMAP1,common_disease
2128,40,3070,HELLS,common_disease
1408,75,1977,EIF4E,common_disease
7171,96,10165,SLC25A13,common_disease
12702,135,51065,RPS27L,common_disease
17565,121,79711,IPO4,common_disease
11041,82,26292,MYCBP,common_disease
6200,45,8985,PLOD3,common_disease
14184,123,55705,IPO9,common_disease
13162,52,51776,MAP3K20,common_disease
14478,12,56339,METTL3,common_disease
4865,166,6871,TADA2A,common_disease
3677,34,5317,PKP1,common_disease
6073,35,8802,SUCLG1,common_disease
13866,160,55183,RIF1,common_disease
5130,32,7204,TRIO,common_disease
14992,28,57650,CIP2A,common_disease
4115,182,5903,RANBP2,common_disease
10923,68,26058,GIGYF2,common_disease
5693,85,8312,AXIN1,common_disease
2094,103,3032,HADHB,common_disease
7852,8,11061,CNMD,common_disease
6469,51,9361,LONP1,common_disease
7725,46,10902,BRD8,common_disease
3418,37,4976,OPA1,common_disease
4127,62,5917,RARS,common_disease
14885,77,57510,XPO5,common_disease
68,75,103,ADAR,common_disease
4175,60,5983,RFC3,common_disease
4176,96,5984,RFC4,common_disease
4177,86,5985,RFC5,common_disease
6741,42,9670,IPO13,common_disease
11352,43,27246,RNF115,common_disease
7802,42,10994,ILVBL,common_disease
3237,114,4719,NDUFS1,common_disease
18099,24,81627,TRMT1L,common_disease
6342,61,9181,ARHGEF2,common_disease
724,64,993,CDC25A,common_disease
5847,74,8518,ELP1,common_disease
14606,62,56902,PNO1,common_disease
9506,81,284119,CAVIN1,common_disease
14114,28,55622,TTC27,common_disease
293,24,400,ARL1,common_disease
4406,37,6319,SCD,common_disease
7479,32,10558,SPTLC1,common_disease
2365,54,3419,IDH3A,common_disease
2366,33,3420,IDH3B,common_disease
8006,50,11260,XPOT,common_disease
10068,71,23244,PDS5A,common_disease
7510,84,10592,SMC2,common_disease
13659,88,54927,CHCHD3,common_disease
15222,49,60412,EXOC4,common_disease
21380,21,128239,IQGAP3,common_disease
6082,33,8813,DPM1,common_disease
11751,69,29927,SEC61A1,common_disease
5603,106,8089,YEATS4,common_disease
17380,25,79109,MAPKAP1,common_disease
13066,28,51603,METTL13,common_disease
4233,29,6092,ROBO2,common_disease
6462,13,9353,SLIT2,common_disease
14877,53,57498,KIDINS220,common_disease
6037,25,8754,ADAM9,common_disease
6526,58,9425,CDYL,common_disease
9990,62,23165,NUP205,common_disease
4147,15,5939,RBMS2,common_disease
4153,113,5954,RCN1,common_disease
11265,41,27086,FOXP1,common_disease
11273,46,27097,TAF5L,common_disease
9811,173,22948,CCT5,common_disease
651,190,908,CCT6A,common_disease
5806,41,8464,SUPT3H,common_disease
4871,51,6877,TAF5,common_disease
13169,31,51807,TUBA8,common_disease
7039,40,9997,SCO2,common_disease
5504,40,7841,MOGS,common_disease
17792,25,80097,MZT2B,common_disease
1556,74,2177,FANCD2,common_disease
18846,19,84875,PARP10,common_disease
3748,59,5426,POLE,common_disease
4174,94,5982,RFC2,common_disease
8026,24,11285,B4GALT7,common_disease
3051,34,4437,MSH3,common_disease
10520,107,24140,FTSJ1,common_disease
51,153,81,ACTN4,common_disease
3031,1178,4343,MOV10,common_disease
3804,253,5500,PPP1CB,common_disease
3805,308,5501,PPP1CC,common_disease
7272,171,10289,EIF1B,common_disease
5796,1228,8452,CUL3,common_disease
5769,74,8412,BCAR3,common_disease
10450,51,23787,MTCH1,common_disease
6884,649,9820,CUL7,common_disease
15218,13,60385,TSKS,common_disease
363,100,515,ATP5PB,common_disease
4526,455,6472,SHMT2,common_disease
9950,134,23118,TAB2,common_disease
1638,88,2288,FKBP4,common_disease
1639,103,2289,FKBP5,common_disease
2552,209,3692,EIF6,common_disease
20739,154,120892,LRRK2,common_disease
595,270,830,CAPZA2,common_disease
7834,115,11035,RIPK3,common_disease
3955,175,5687,PSMA6,common_disease
5276,227,7416,VDAC1,common_disease
1570,115,2194,FASN,common_disease
856,32,1159,CKMT1B,common_disease
10558,29,548596,CKMT1A,common_disease
4896,48,6904,TBCD,common_disease
2729,94,3925,STMN1,common_disease
21037,80,387082,SUMO4,common_disease
5253,193,7385,UQCRC2,common_disease
10166,619,23363,OBSL1,common_disease
964,67,1327,COX4I1,common_disease
1406,139,1974,EIF4A2,common_disease
7659,60,10801,SEPT9,common_disease
6934,28,9874,TLK1,common_disease
54,105,88,ACTN2,common_disease
6483,66,9377,COX5A,common_disease
2598,6,3753,KCNE1,common_disease
4178,464,5987,TRIM27,common_disease
795,324,1080,CFTR,common_disease
6979,343,9924,PAN2,common_disease
5626,234,8175,SF3A2,common_disease
7140,117,10131,TRAP1,common_disease
4369,75,6275,S100A4,common_disease
13260,63,53371,NUP54,common_disease
5751,89,8379,MAD1L1,common_disease
82,79,118,ADD1,common_disease
1603,46,2243,FGA,common_disease
2379,70,3437,IFIT3,common_disease
11738,135,29911,HOOK2,common_disease
13832,102,55145,THAP1,common_disease
11711,53,29844,TFPT,common_disease
3258,52,4751,NEK2,common_disease
16251,84,67139,,common_disease
4525,183,399687,MYO18A,common_disease
4367,18,6273,S100A2,common_disease
7738,74,10916,MAGED2,common_disease
14317,38,55869,HDAC8,common_disease
4098,268,5885,RAD21,common_disease
7963,43,11196,SEC23IP,common_disease
642,28,894,CCND2,common_disease
6310,17,9134,CCNE2,common_disease
2766,55,3984,LIMK1,common_disease
8214,111,12534,,common_disease
3393,33,4929,NR4A2,common_disease
13595,40,54850,FBXL12,common_disease
4,24,10,NAT2,common_disease
13397,10,54453,RIN2,common_disease
421,112,598,BCL2L1,common_disease
7650,44,10787,NCKAP1,common_disease
3462,123,5036,PA2G4,common_disease
2207,333,3181,HNRNPA2B1,common_disease
11049,250,26354,GNL3,common_disease
17328,98,79026,AHNAK,common_disease
13642,50,54904,NSD3,common_disease
7261,79,10277,UBE4B,common_disease
18804,175,84790,TUBA1C,common_disease
9689,39,22794,CASC3,common_disease
6005,92,8717,TRADD,common_disease
5976,87,8678,BECN1,common_disease
2914,96,4175,MCM6,common_disease
14024,60,55388,MCM10,common_disease
3435,45,5000,ORC4,common_disease
7492,41,10572,SIVA1,common_disease
7336,154,10383,TUBB4B,common_disease
10395,67,23647,ARFIP2,common_disease
4318,358,6201,RPS7,common_disease
12694,58,51053,GMNN,common_disease
9988,56,23163,GGA3,common_disease
17313,38,79003,MIS12,common_disease
4804,297,6790,AURKA,common_disease
14386,62,56086,,common_disease
20249,153,3783746,,common_disease
20387,135,115106,HAUS1,common_disease
4660,254,6626,SNRPA,common_disease
17985,68,80829,ZFP91,common_disease
720,328,988,CDC5L,common_disease
5216,63,7345,UCHL1,common_disease
13424,64,54487,DGCR8,common_disease
4571,24,6521,SLC4A1,common_disease
14094,44,55602,CDKN2AIP,common_disease
4662,317,6628,SNRPB,common_disease
1452,148,2035,EPB41,common_disease
9248,70,20595,,common_disease
5948,85,8649,LAMTOR3,common_disease
9785,14,22915,MMRN1,common_disease
2016,50,2935,GSPT1,common_disease
8672,29,147746,HIPK4,common_disease
4058,123,5824,PEX19,common_disease
3436,43,5001,ORC5,common_disease
1351,18,1877,E4F1,common_disease
1636,51,2286,FKBP2,common_disease
5196,88,7319,UBE2A,common_disease
646,41,900,CCNG1,common_disease
760,48,1031,CDKN2C,common_disease
8692,15,147923,ZNF420,common_disease
5698,39,8318,CDC45,common_disease
4180,25,5989,RFX1,common_disease
4729,41,6708,SPTA1,common_disease
5763,43,8405,SPOP,common_disease
7050,49,10011,SRA1,common_disease
5777,65,8431,NR0B2,common_disease
8878,3,18171,,common_disease
5211,178,7337,UBE3A,common_disease
4126,45,5916,RARG,common_disease
6657,45,9577,BABAM2,common_disease
4358,82,6257,RXRB,common_disease
149,200,213,ALB,common_disease
5110,89,7175,TPR,common_disease
1058,88,1453,CSNK1D,common_disease
10853,190,25959,KANK2,common_disease
5244,61,7376,NR1H2,common_disease
1706,27,2494,NR5A2,common_disease
1059,169,1454,CSNK1E,common_disease
3272,16,4775,NFATC3,common_disease
3768,38,5447,POR,common_disease
1116,25,1528,CYB5A,common_disease
2573,116,3716,JAK1,common_disease
5269,91,7409,VAV1,common_disease
6681,51,9610,RIN1,common_disease
4026,78,5782,PTPN12,common_disease
3658,144,5296,PIK3R2,common_disease
1482,64,2066,ERBB4,common_disease
225,95,322,APBB1,common_disease
6506,64,9402,GRAP2,common_disease
14705,102,57088,PLSCR4,common_disease
1016,130,1399,CRKL,common_disease
3998,115,5733,PTGER3,common_disease
2539,50,3678,ITGA5,common_disease
4987,109,7037,TFRC,common_disease
10756,47,25818,KLK5,common_disease
4751,349,6732,SRPK1,common_disease
3476,161,5058,PAK1,common_disease
10904,14,26035,GLCE,common_disease
2127,75,3069,HDLBP,common_disease
11727,23,29893,PSMC3IP,common_disease
2530,122,3667,IRS1,common_disease
2476,14,3598,IL13RA2,common_disease
6281,169,9099,USP2,common_disease
447,77,640,BLK,common_disease
3499,61,5091,PC,common_disease
2457,45,3572,IL6ST,common_disease
1601,31,2241,FER,common_disease
6239,39,9047,SH2D2A,common_disease
2673,147,3842,TNPO1,common_disease
6610,14,140597,TCEAL2,common_disease
213,107,309,ANXA6,common_disease
3718,27,5364,PLXNB1,common_disease
10892,16,26018,LRIG1,common_disease
2551,83,3691,ITGB4,common_disease
4020,41,5774,PTPN3,common_disease
4031,44,5787,PTPRB,common_disease
4032,84,5788,PTPRC,common_disease
4037,33,5793,PTPRG,common_disease
4039,54,5795,PTPRJ,common_disease
4040,109,5796,PTPRK,common_disease
4044,34,5800,PTPRO,common_disease
17389,7,79142,PHF23,common_disease
5776,84,8428,STK24,common_disease
11261,114,27076,LYPD3,common_disease
5016,25,7069,THRSP,common_disease
10045,21,23221,RHOBTB2,common_disease
7673,97,10817,FRS3,common_disease
380,30,537,ATP6AP1,common_disease
2582,40,3732,CD82,common_disease
5590,482,8065,CUL5,common_disease
12731,24,51096,UTP18,common_disease
10721,11,25759,SHC2,common_disease
580,167,815,CAMK2A,common_disease
2141,96,3084,NRG1,common_disease
5786,184,8440,NCK2,common_disease
12709,39,51072,MEMO1,common_disease
19002,66,85440,DOCK7,common_disease
6554,404,9463,PICK1,common_disease
10109,95,23294,ANKS1A,common_disease
15391,68,63978,PRDM14,common_disease
13349,24,54206,ERRFI1,common_disease
20489,28,116449,CLNK,common_disease
3648,58,5286,PIK3C2A,common_disease
3649,22,5287,PIK3C2B,common_disease
10312,94,23542,MAPK8IP2,common_disease
18528,10,84174,SLA2,common_disease
7285,9,10307,APBB3,common_disease
5270,82,7410,VAV2,common_disease
19143,18,220164,DOK6,common_disease
10984,25,26191,PTPN22,common_disease
14603,14,56899,ANKS1B,common_disease
2347,109,3376,IARS,common_disease
852,32,1154,CISH,common_disease
7057,18,10019,SH2B3,common_disease
4510,15,6451,SH3BGRL,common_disease
7072,10,10045,SH2D3A,common_disease
4011,34,5753,PTK6,common_disease
6570,38,9479,MAPK8IP1,common_disease
5040,87,7094,TLN1,common_disease
4553,20,6503,SLA,common_disease
13258,48,53358,SHC3,common_disease
487,12,685,BTC,common_disease
4047,22,5803,PTPRZ1,common_disease
3268,68,4771,NF2,common_disease
7149,47,10140,TOB1,common_disease
5768,50,8411,EEA1,common_disease
10183,132,23385,NCSTN,common_disease
5161,71,7272,TTK,common_disease
7228,273,10236,HNRNPR,common_disease
10822,62,25920,NELFB,common_disease
612,66,847,CAT,common_disease
7864,64,11073,TOPBP1,common_disease
6966,67,9908,G3BP2,common_disease
862,229,1173,AP2M1,common_disease
1919,290,2810,SFN,common_disease
401,82,573,BAG1,common_disease
7606,110,10728,PTGES3,common_disease
17560,33,79705,LRRK1,common_disease
4096,46,5883,RAD9A,common_disease
3828,87,5530,PPP3CA,common_disease
5359,662,7534,YWHAZ,common_disease
2730,145,3927,LASP1,common_disease
17714,40,79930,DOK3,common_disease
6238,34,9046,DOK2,common_disease
4299,253,6176,RPLP1,common_disease
4106,58,5893,RAD52,common_disease
2322,137,3336,HSPE1,common_disease
6822,51,9757,KMT2B,common_disease
17575,66,79723,SUV39H2,common_disease
4239,9,6098,ROS1,common_disease
3252,70,4739,NEDD9,common_disease
2750,189,3958,LGALS3,common_disease
14284,23,55824,PAG1,common_disease
636,15,887,CCKBR,common_disease
18287,49,83541,FAM110A,common_disease
1967,34,2876,GPX1,common_disease
1490,55,2074,ERCC6,common_disease
10137,192,23327,NEDD4L,common_disease
2696,375,3881,KRT31,common_disease
7158,184,10152,ABI2,common_disease
2797,58,4036,LRP2,common_disease
7532,65,10618,TGOLN2,common_disease
781,115,1058,CENPA,common_disease
1477,161,2060,EPS15,common_disease
7250,248,10262,SF3B4,common_disease
18911,112,84959,UBASH3B,common_disease
10221,63,23429,RYBP,common_disease
2549,88,3689,ITGB2,common_disease
7948,24,11176,BAZ2A,common_disease
5907,71,8601,RGS20,common_disease
607,60,842,CASP9,common_disease
4802,90,6788,STK3,common_disease
18946,20,216238,,common_disease
7178,156,10174,SORBS3,common_disease
880,178,1195,CLK1,common_disease
18217,8,344148,NCKAP5,common_disease
11107,158,26524,LATS2,common_disease
115,121,160,AP2A1,common_disease
3800,61,5495,PPM1B,common_disease
18425,111,83939,EIF2A,common_disease
8777,6,17444,,common_disease
5809,74,8470,SORBS2,common_disease
5360,71,7535,ZAP70,common_disease
10683,77,25489,,common_disease
4803,79,6789,STK4,common_disease
1664,100,2318,FLNC,common_disease
19530,19,91768,CABLES1,common_disease
6243,92,9051,PSTPIP1,common_disease
1095,26,1501,CTNND2,common_disease
1993,37,2906,GRIN2D,common_disease
12646,7,50937,CDON,common_disease
7953,29,11183,MAP4K5,common_disease
21,17,29,ABR,common_disease
14544,77,56658,TRIM39,common_disease
18176,8,81928,CABLES2,common_disease
2130,49,3073,HEXA,common_disease
11790,310,29978,UBQLN2,common_disease
2744,12,3952,LEP,common_disease
10292,273,23521,RPL13A,common_disease
1566,62,2189,FANCG,common_disease
1359,98,1892,ECHS1,common_disease
877,123,1191,CLU,common_disease
181,113,267,AMFR,common_disease
7604,11,10725,NFAT5,common_disease
4016,107,5764,PTN,common_disease
7073,141,10048,RANBP9,common_disease
4139,87,5930,RBBP6,common_disease
4795,324,6780,STAU1,common_disease
4254,282,6125,RPL5,common_disease
19887,23,493856,CISD2,common_disease
6703,70,9632,SEC24C,common_disease
2102,42,3040,HBA2,common_disease
4508,207,6449,SGTA,common_disease
4266,255,6138,RPL15,common_disease
11404,115,27335,EIF3K,common_disease
2878,82,4131,MAP1B,common_disease
10325,70,23557,SNAPIN,common_disease
10394,27,23646,PLD3,common_disease
3007,37,4316,MMP7,common_disease
3573,42,5184,PEPD,common_disease
3187,58,4666,NACA,common_disease
11289,34,27125,AFF4,common_disease
12963,113,51421,AMOTL2,common_disease
1533,47,2147,F2,common_disease
5156,93,7265,TTC1,common_disease
1707,65,2495,FTH1,common_disease
2323,105,3337,DNAJB1,common_disease
18503,33,84132,USP42,common_disease
2548,150,3688,ITGB1,common_disease
2541,15,3680,ITGA9,common_disease
15435,42,64101,LRRC4,common_disease
14597,193,56893,UBQLN4,common_disease
3006,30,4314,MMP3,common_disease
2554,10,3694,ITGB6,common_disease
13473,182,54557,SGTB,common_disease
2412,36,3488,IGFBP5,common_disease
2877,36,4130,MAP1A,common_disease
6762,105,9693,RAPGEF2,common_disease
11414,33,27347,STK39,common_disease
1231,35,1727,CYB5R3,common_disease
5113,54,7178,TPT1,common_disease
1125,31,1545,CYP1B1,common_disease
5638,69,8204,NRIP1,common_disease
6663,259,9584,RBM39,common_disease
10255,23,23471,TRAM1,common_disease
7696,116,10865,ARID5A,common_disease
18979,21,85366,MYLK2,common_disease
575,132,808,CALM3,common_disease
10313,110,23543,RBFOX2,common_disease
18563,86,84246,MED10,common_disease
135,16,190,NR0B1,common_disease
2734,256,3932,LCK,common_disease
4290,25,6166,RPL36AL,common_disease
4298,344,6175,RPLP0,common_disease
1232,30,1728,NQO1,common_disease
4309,360,6191,RPS4X,common_disease
2280,60,3275,PRMT2,common_disease
4330,306,6222,RPS18,common_disease
2801,13,135112,NCOA7,common_disease
3834,90,5536,PPP5C,common_disease
6925,87,9862,MED24,common_disease
7973,40,11214,AKAP13,common_disease
14121,23,55629,PNRC2,common_disease
7474,7,10553,HTATIP2,common_disease
9575,11,284366,KLK9,common_disease
10612,16,286827,TRIM59,common_disease
5496,140,7818,DAP3,common_disease
7041,63,10001,MED6,common_disease
14721,15,57109,REXO4,common_disease
6534,90,9440,MED17,common_disease
6568,126,9477,MED20,common_disease
1963,52,2872,MKNK2,common_disease
13749,42,55031,USP47,common_disease
17338,51,79039,DDX54,common_disease
6076,82,8805,TRIM24,common_disease
13767,14,55062,WIPI1,common_disease
1010,11,1393,CRHBP,common_disease
10328,186,23560,GTPBP4,common_disease
5144,119,7248,TSC1,common_disease
5145,72,7249,TSC2,common_disease
11682,89,29766,TMOD3,common_disease
3816,298,5518,PPP2R1A,common_disease
4842,134,6840,SVIL,common_disease
10360,103,23603,CORO1C,common_disease
13582,33,54828,BCAS3,common_disease
7026,195,9978,RBX1,common_disease
4392,83,6300,MAPK12,common_disease
3886,60,5596,MAPK4,common_disease
3887,282,5597,MAPK6,common_disease
3893,153,5603,MAPK13,common_disease
5958,61,8660,IRS2,common_disease
3796,53,5481,PPID,common_disease
9989,74,23164,MPRIP,common_disease
4373,54,6279,S100A8,common_disease
4258,365,6129,RPL7,common_disease
4264,285,6136,RPL12,common_disease
15198,60,59345,GNB4,common_disease
3250,252,4736,RPL10A,common_disease
4282,286,6157,RPL27A,common_disease
5695,62,8314,BAP1,common_disease
6475,110,9368,SLC9A3R1,common_disease
4306,424,6187,RPS2,common_disease
2005,14,2919,CXCL1,common_disease
4312,353,6194,RPS6,common_disease
6237,370,9045,RPL14,common_disease
1886,107,2770,GNAI1,common_disease
4320,368,6203,RPS9,common_disease
1887,209,2771,GNAI2,common_disease
7012,90,9961,MVP,common_disease
4327,333,6210,RPS15A,common_disease
4332,259,6224,RPS20,common_disease
4732,147,6711,SPTBN1,common_disease
4636,205,6602,SMARCD1,common_disease
4638,66,6604,SMARCD3,common_disease
6230,66,9031,BAZ1B,common_disease
6371,171,9219,MTA2,common_disease
4954,118,7001,PRDX2,common_disease
3975,135,5707,PSMD1,common_disease
5275,610,7415,VCP,common_disease
6402,70,9261,MAPKAPK2,common_disease
1193,94,1647,GADD45A,common_disease
2009,144,2923,PDIA3,common_disease
1897,119,2783,GNB2,common_disease
2677,111,3848,KRT1,common_disease
11393,235,27316,RBMX,common_disease
1064,305,1460,CSNK2B,common_disease
3794,99,5479,PPIB,common_disease
13834,42,55147,RBM23,common_disease
17314,19,79004,CUEDC2,common_disease
5613,66,8125,ANP32A,common_disease
9778,229,22907,DHX30,common_disease
4168,240,5976,UPF1,common_disease
13903,156,55226,NAT10,common_disease
3163,143,4637,MYL6,common_disease
5723,100,8344,HIST1H2BE,common_disease
4251,257,6122,RPL3,common_disease
4253,326,6124,RPL4,common_disease
2206,701,3178,HNRNPA1,common_disease
2213,192,3188,HNRNPH2,common_disease
4259,334,6130,RPL7A,common_disease
2728,276,3921,RPSA,common_disease
4267,234,6139,RPL17,common_disease
4270,275,6142,RPL18A,common_disease
4271,264,6143,RPL19,common_disease
4272,300,6144,RPL21,common_disease
4274,266,6146,RPL22,common_disease
4275,307,6147,RPL23A,common_disease
4278,333,6152,RPL24,common_disease
6840,451,9775,EIF4A3,common_disease
4283,245,6158,RPL28,common_disease
4284,279,6159,RPL29,common_disease
4292,241,6168,RPL37A,common_disease
4308,395,6189,RPS3A,common_disease
10451,60,23788,MTCH2,common_disease
10974,227,26156,RSL1D1,common_disease
4319,448,6202,RPS8,common_disease
4323,219,6206,RPS12,common_disease
4334,259,6228,RPS23,common_disease
4335,240,6229,RPS24,common_disease
7430,459,10492,SYNCRIP,common_disease
7466,59,10541,ANP32B,common_disease
14136,232,55646,LYAR,common_disease
356,158,506,ATP5F1B,common_disease
11136,136,26608,TBL2,common_disease
7052,370,10014,HDAC5,common_disease
4260,348,6132,RPL8,common_disease
11217,504,26986,PABPC1,common_disease
14831,144,57418,WDR18,common_disease
6143,189,8886,DDX18,common_disease
2083,307,3014,H2AFX,common_disease
3634,56,5268,SERPINB5,common_disease
5435,91,7706,TRIM25,common_disease
5600,44,8085,KMT2D,common_disease
9869,18,23030,KDM4B,common_disease
17454,18,79447,PAGR1,common_disease
7739,160,10919,EHMT2,common_disease
5718,244,8339,HIST1H2BG,common_disease
13146,181,51747,LUC7L3,common_disease
3461,148,5034,P4HB,common_disease
6333,23,9167,COX7A2L,common_disease
6799,74,9734,HDAC9,common_disease
1350,52,1876,E2F6,common_disease
5576,31,8031,NCOA4,common_disease
436,22,627,BDNF,common_disease
6608,61,9524,TECR,common_disease
13776,62,55072,RNF31,common_disease
3600,81,5216,PFN1,common_disease
7737,199,10915,TCERG1,common_disease
4666,233,6632,SNRPD1,common_disease
7241,277,10250,SRRM1,common_disease
7766,51,10952,SEC61B,common_disease
18017,185,81027,TUBB1,common_disease
11407,274,27339,PRPF19,common_disease
19200,190,220988,HNRNPA3,common_disease
5892,59,8565,YARS,common_disease
1339,102,1854,DUT,common_disease
2939,242,4214,MAP3K1,common_disease
1411,124,1981,EIF4G1,common_disease
4488,304,6426,SRSF1,common_disease
4489,259,6427,SRSF2,common_disease
14753,390,57154,SMURF1,common_disease
4548,123,6497,SKI,common_disease
5116,32,7181,NR2C1,common_disease
5117,55,7182,NR2C2,common_disease
10295,330,23524,SRRM2,common_disease
18635,48,84324,SARNP,common_disease
8051,368,11338,U2AF2,common_disease
1414,50,1984,EIF5A,common_disease
13789,81,55090,MED9,common_disease
2273,47,3267,AGFG1,common_disease
1239,101,1736,DKC1,common_disease
17317,37,79009,DDX50,common_disease
2833,58,4076,CAPRIN1,common_disease
2695,100,3880,KRT19,common_disease
14256,161,55791,LRIF1,common_disease
10767,42,25831,HECTD1,common_disease
6302,144,9126,SMC3,common_disease
4814,74,6801,STRN,common_disease
851,199,1153,CIRBP,common_disease
5871,135,8543,LMO4,common_disease
19740,13,94240,EPSTI1,common_disease
13047,89,51564,HDAC7,common_disease
249,31,347,APOD,common_disease
6738,57,9667,SAFB2,common_disease
9915,66,23076,RRP1B,common_disease
1569,40,2193,FARSA,common_disease
9233,4,151568,,common_disease
7734,67,10912,GADD45G,common_disease
3143,16,4616,GADD45B,common_disease
8814,7,17873,,common_disease
13131,75,51720,UIMC1,common_disease
14879,63,57504,MTA3,common_disease
2583,149,3735,KARS,common_disease
10790,187,25873,RPL36,common_disease
4159,90,5962,RDX,common_disease
4261,257,6133,RPL9,common_disease
4297,135,6173,RPL36A,common_disease
13065,189,51602,NOP58,common_disease
4936,166,6949,TCOF1,common_disease
14164,130,55681,SCYL2,common_disease
13821,138,55131,RBM28,common_disease
5647,53,8218,CLTCL1,common_disease
1068,22,1465,CSRP1,common_disease
5722,27,8343,HIST1H2BF,common_disease
5725,31,8346,HIST1H2BI,common_disease
5726,38,8347,HIST1H2BC,common_disease
116,64,161,AP2A2,common_disease
628,52,873,CBR1,common_disease
12917,12,51337,THEM6,common_disease
13939,53,55269,PSPC1,common_disease
1168,86,1615,DARS,common_disease
11410,59,27342,RABGEF1,common_disease
2248,8,3226,HOXC10,common_disease
3821,20,5523,PPP2R3A,common_disease
4372,40,6278,S100A7,common_disease
15151,62,58533,SNX6,common_disease
3375,95,4905,NSF,common_disease
18274,62,83481,EPPK1,common_disease
1457,98,2040,STOM,common_disease
7112,159,10097,ACTR2,common_disease
3249,97,4735,SEPT2,common_disease
1896,105,2782,GNB1,common_disease
2208,100,3182,HNRNPAB,common_disease
4386,94,6294,SAFB,common_disease
2041,93,2965,GTF2H1,common_disease
17570,69,79718,TBL1XR1,common_disease
17830,109,80184,CEP290,common_disease
16685,17,200933,FBXO45,common_disease
17815,25,80152,CENPT,common_disease
6676,34,9604,RNF14,common_disease
5314,54,7468,NSD2,common_disease
10960,104,26135,SERBP1,common_disease
491,55,689,BTF3,common_disease
3793,116,5478,PPIA,common_disease
3316,129,4831,NME2,common_disease
3390,111,4926,NUMA1,common_disease
2025,33,2947,GSTM3,common_disease
6150,74,8894,EIF2S2,common_disease
7185,252,10189,ALYREF,common_disease
5181,43,7296,TXNRD1,common_disease
