,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_top_10
C0024312,Lymphopenia,356,"{'response to stimulus', 'cell activation', 'regulation of cell activation', 'lymphocyte activation', 'regulation of immune system process', 'immune response', 'immune system process', 'leukocyte activation', 'cellular process', 'positive regulation of immune system process'}",0.125,265,"{'nucleobase-containing small molecule interconversion', 'nucleoside-diphosphatase activity', 'nucleoside monophosphate metabolic process', 'nucleoside diphosphate metabolic process', 'phosphorus metabolic process', 'phosphate-containing compound metabolic process', 'phosphorylation', 'nucleobase-containing small molecule metabolic process', 'organophosphate metabolic process', 'nucleoside phosphate metabolic process'}"
C0037299,Skin Ulcer,380,"{'response to stress', 'response to stimulus', 'telomere maintenance via telomerase', 'telomerase RNA binding', 'telomere organization', 'telomere maintenance', 'RNA-dependent DNA biosynthetic process', 'DNA biosynthetic process', 'immune system process', 'telomerase holoenzyme complex'}",0.25806451612903225,478,"{'protein-containing complex', 'positive regulation of response to stimulus', 'antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent', 'positive regulation of T cell mediated cytotoxicity', 'regulation of T cell mediated cytotoxicity', 'regulation of response to stimulus', 'antigen processing and presentation of exogenous peptide antigen via MHC class I', 'plasma membrane protein complex', 'extracellular space', 'signaling receptor binding'}"
C0151480,Anti-nuclear factor positive,88,"{'positive regulation of biological process', 'cell surface receptor signaling pathway', 'positive regulation of programmed cell death', 'positive regulation of cell death', 'interleukin-12-mediated signaling pathway', 'positive regulation of apoptotic process', 'interleukin-23-mediated signaling pathway', 'cytokine-mediated signaling pathway', 'signal transduction', 'activation of cysteine-type endopeptidase activity involved in apoptotic process'}",0.14565826330532214,321,"{'cell surface receptor signaling pathway', 'cytokine receptor activity', 'interleukin-2-mediated signaling pathway', 'regulation of receptor signaling pathway via STAT', 'regulation of immune response', 'cytokine-mediated signaling pathway', 'signal transduction', 'interleukin-15-mediated signaling pathway', 'regulation of receptor signaling pathway via JAK-STAT', 'interleukin-9-mediated signaling pathway'}"
C0034935,Babinski Reflex,223,"{'NADH dehydrogenase complex', 'mitochondrial respiratory chain complex I assembly', 'mitochondrial membrane part', 'inner mitochondrial membrane protein complex', 'mitochondrial respiratory chain complex assembly', 'respiratory chain complex', 'NADH dehydrogenase complex assembly', 'respiratory electron transport chain', 'cytoplasmic part', 'organelle membrane'}",0.23125,171,"{'NADH dehydrogenase complex', 'respiratory chain complex I', 'NADH dehydrogenase (quinone) activity', 'oxidoreductase complex', 'mitochondrial membrane part', 'inner mitochondrial membrane protein complex', 'respiratory chain complex', 'respiratory electron transport chain', 'NADH dehydrogenase (ubiquinone) activity', 'electron transport chain'}"
C1839025,Decreased amplitudes on flash visual electroretinogram,32,"{'sensory perception', 'detection of abiotic stimulus', 'detection of external stimulus', 'detection of visible light', 'visual perception', 'sensory perception of light stimulus', 'detection of light stimulus', 'cellular lipid metabolic process', 'detection of stimulus', 'nervous system process'}",0.0,0,"{'protein O-linked glycosylation', 'macromolecule glycosylation', 'detection of abiotic stimulus', 'detection of external stimulus', 'positive regulation of rhodopsin gene expression', 'detection of light stimulus', 'regulation of smooth muscle contraction', 'glycosylation', 'phospholipase C-activating G protein-coupled receptor signaling pathway', 'protein glycosylation'}"
C0008325,Cholecystitis,218,"{'glucose catabolic process to pyruvate', 'glycolytic process through fructose-6-phosphate', 'ATP generation from ADP', 'glucose catabolic process', 'NADH metabolic process', 'glycolytic process', 'pyruvate biosynthetic process', 'NADH regeneration', 'glycolytic process through glucose-6-phosphate', 'canonical glycolysis'}",0.43086816720257237,227,"{'ADP metabolic process', 'pathway-restricted SMAD protein phosphorylation', 'ATP generation from ADP', 'nucleotide phosphorylation', 'glycolytic process', 'transforming growth factor beta receptor binding', 'purine ribonucleoside diphosphate metabolic process', 'pyruvate biosynthetic process', 'purine nucleoside diphosphate metabolic process', 'nucleoside diphosphate phosphorylation'}"
C0152191,"Scotoma, Central",85,"{'organelle inner membrane', 'mitochondrial membrane', 'NADH dehydrogenase (quinone) activity', 'mitochondrial inner membrane', 'mitochondrial membrane part', 'inner mitochondrial membrane protein complex', 'respiratory chain complex', 'respiratory electron transport chain', 'NADH dehydrogenase (ubiquinone) activity', 'electron transport chain'}",0.4727272727272727,77,"{'NADH dehydrogenase complex', 'respiratory chain complex I', 'mitochondrial respiratory chain complex I', 'mitochondrial respiratory chain complex I assembly', 'mitochondrial membrane part', 'respiratory chain complex', 'generation of precursor metabolites and energy', 'respiratory electron transport chain', 'NADH dehydrogenase complex assembly', 'electron transport chain'}"
C0036341,Schizophrenia,3831,"{'regulation of cellular process', 'neuron part', 'biological_process', 'cellular_component', 'cell communication', 'regulation of biological process', 'synapse part', 'biological regulation', 'molecular_function', 'cellular process'}",0.3598178137651822,4230,"{'regulation of cellular process', 'positive regulation of biological process', 'response to stimulus', 'positive regulation of cellular metabolic process', 'protein binding', 'regulation of biological process', 'positive regulation of metabolic process', 'biological regulation', 'positive regulation of cellular process', 'signal transduction'}"
C0038238,Steatorrhea,4,"{'carboxylic ester hydrolase activity', 'bile acid biosynthetic process', 'small molecule metabolic process', 'organic cyclic compound metabolic process', 'organic hydroxy compound biosynthetic process', 'organic hydroxy compound metabolic process', 'catalytic activity', 'steroid biosynthetic process', 'steroid metabolic process', 'sterol metabolic process'}",0.0,0,"{'digestion', 'cellular lipid catabolic process', 'phospholipid catabolic process', 'protein transmembrane import into intracellular organelle', 'peroxisomal membrane transport', 'intrinsic component of peroxisomal membrane', 'lipid catabolic process', 'protein import into peroxisome matrix', 'integral component of peroxisomal membrane', 'triglyceride lipase activity'}"
C0005944,Metabolic Bone Disorder,15,"{'animal organ development', 'growth', 'multicellular organism growth', 'regulation of fibroblast proliferation', 'organic hydroxy compound metabolic process', 'multicellular organismal process', 'developmental growth', 'steroid metabolic process', 'vagina development', 'positive regulation of fibroblast proliferation'}",0.0,28,"{'collagen catabolic process', 'serine-type endopeptidase activity', 'extracellular region', 'collagen metabolic process', 'extracellular matrix disassembly', 'serine-type peptidase activity', 'metalloendopeptidase activity', 'metallopeptidase activity', 'extracellular space', 'serine hydrolase activity'}"
C0022116,Ischemia,469,"{'response to stress', 'response to stimulus', 'response to chemical', 'response to oxygen-containing compound', 'regulation of programmed cell death', 'positive regulation of cell death', 'response to abiotic stimulus', 'regulation of apoptotic process', 'regulation of blood pressure', 'homeostatic process'}",0.0965391621129326,133,"{'cellular response to lipid', 'response to stress', 'peptide receptor activity', 'regulation of odontoblast differentiation', 'response to stimulus', 'regulation of cell population proliferation', 'G protein-coupled peptide receptor activity', 'cellular response to oxygen-containing compound', 'regulation of biological quality', 'cellular response to chemical stimulus'}"
C1853932,Rimmed vacuoles on biopsy,22,"{'sarcomerogenesis', 'Z disc', 'skeletal muscle thin filament assembly', 'structural constituent of muscle', 'detection of muscle stretch', 'muscle filament sliding', 'actin-myosin filament sliding', 'contractile fiber part', 'muscle contraction', 'muscle system process'}",0.24324324324324326,70,"{'skeletal muscle myosin thick filament assembly', 'structural constituent of muscle', 'myofibril assembly', 'myosin filament assembly', 'titin binding', 'myosin filament organization', 'actomyosin structure organization', 'sarcomere organization', 'striated muscle myosin thick filament assembly', 'contractile fiber part'}"
C0220633,Uveal melanoma,3,"{'entrainment of circadian clock', 'GTPase complex', 'heterotrimeric G-protein complex', 'acetylcholine receptor signaling pathway', 'G protein-coupled serotonin receptor binding', 'phototransduction, visible light', 'signal transduction involved in cellular response to ammonium ion', 'type 2A serotonin receptor binding', 'G protein-coupled acetylcholine receptor signaling pathway', 'G-protein beta/gamma-subunit complex binding'}",0.0,2,"{'short-chain fatty acid transmembrane transporter activity', 'active transmembrane transporter activity', 'short-chain fatty acid transport', 'secondary active transmembrane transporter activity', 'apical plasma membrane', 'ion antiporter activity', 'antiporter activity', 'short-chain fatty acid import', 'anion:anion antiporter activity', 'ADP-activated adenosine receptor activity'}"
C0011875,Diabetic Angiopathies,297,"{'response to hormone', 'response to chemical', 'response to oxygen-containing compound', 'response to organic substance', 'response to endogenous stimulus', 'response to external stimulus', 'response to drug', 'response to ketone', 'response to inorganic substance', 'response to lipid'}",0.13981042654028436,184,"{'cyclic nucleotide biosynthetic process', 'purine nucleotide biosynthetic process', 'purine ribonucleotide biosynthetic process', 'cyclic nucleotide metabolic process', 'cyclic purine nucleotide metabolic process', 'lyase activity', 'ribonucleotide biosynthetic process', 'purine-containing compound biosynthetic process', 'cyclase activity', 'phosphorus-oxygen lyase activity'}"
C0038356,Stomach Neoplasms,2155,"{'regulation of macromolecule metabolic process', 'biological_process', 'regulation of programmed cell death', 'regulation of cell death', 'positive regulation of metabolic process', 'regulation of apoptotic process', 'regulation of metabolic process', 'negative regulation of cellular process', 'negative regulation of biological process', 'cellular process'}",0.3889465490399585,3198,"{'positive regulation of biological process', 'regulation of macromolecule metabolic process', 'positive regulation of cellular metabolic process', 'positive regulation of macromolecule metabolic process', 'positive regulation of metabolic process', 'enzyme binding', 'positive regulation of nitrogen compound metabolic process', 'positive regulation of cellular process', 'regulation of metabolic process', 'negative regulation of biological process'}"
C0004153,Atherosclerosis,1508,"{'response to chemical', 'response to oxygen-containing compound', 'response to stimulus', 'response to organic substance', 'response to external stimulus', 'cellular response to organic substance', 'regulation of biological quality', 'regulation of response to external stimulus', 'response to lipid', 'cellular response to chemical stimulus'}",0.19280843149411037,416,"{'inflammatory response', 'response to chemical', 'response to organic substance', 'cellular response to interleukin-1', 'mononuclear cell migration', 'regulation of biological quality', 'leukocyte migration', 'monocyte chemotaxis', 'extracellular space', 'cellular response to chemical stimulus'}"
C0400966,Non-alcoholic Fatty Liver Disease,854,"{'response to stress', 'response to oxygen-containing compound', 'response to stimulus', 'regulation of multicellular organismal process', 'response to nutrient levels', 'regulation of lipid metabolic process', 'lipid metabolic process', 'response to external stimulus', 'response to extracellular stimulus', 'response to lipid'}",0.04859611231101512,117,"{'chondroitin sulfotransferase activity', 'aminoglycan biosynthetic process', 'sulfotransferase activity', 'oxoacid metabolic process', 'aminoglycan metabolic process', 'glycosaminoglycan biosynthetic process', 'mucopolysaccharide metabolic process', 'glycosaminoglycan metabolic process', 'chondroitin sulfate biosynthetic process', 'transferase activity, transferring sulfur-containing groups'}"
C1277241,Delayed myelination,1,"{'cellular amino acid metabolic process', 'nitrogen compound metabolic process', 'metabolic process', 'cellular nitrogen compound biosynthetic process', 'response to antimetabolite', 'alpha-amino acid metabolic process', 'organic substance metabolic process', 'cellular nitrogen compound metabolic process', 'cellular metabolic process', 'response to methotrexate'}",0.0,41,"{'preassembly of GPI anchor in ER membrane', 'glycolipid biosynthetic process', 'protein lipidation', 'phosphatidylinositol N-acetylglucosaminyltransferase activity', 'glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex', 'GPI anchor biosynthetic process', 'GPI anchor metabolic process', 'glycolipid metabolic process', 'liposaccharide metabolic process', 'transferase activity, transferring glycosyl groups'}"
C0085580,Essential Hypertension,126,"{'regulation of anatomical structure size', 'regulation of systemic arterial blood pressure mediated by a chemical signal', 'caveola', 'endocrine process', 'regulation of blood pressure', 'second-messenger-mediated signaling', 'regulation of systemic arterial blood pressure', 'monooxygenase activity', 'plasma membrane raft', 'regulation of systemic arterial blood pressure by hormone'}",0.12322274881516587,111,"{'amide binding', 'regulation of systemic arterial blood pressure mediated by a chemical signal', 'endocrine process', 'icosanoid metabolic process', 'regulation of blood pressure', 'unsaturated fatty acid metabolic process', 'cyclooxygenase pathway', 'G protein-coupled receptor signaling pathway', 'regulation of systemic arterial blood pressure by hormone', 'peptide binding'}"
C0473527,Hypoalphalipoproteinemias,162,"{'lipid homeostasis', 'plasma lipoprotein particle organization', 'lipoprotein biosynthetic process', 'regulation of cholesterol transport', 'cholesterol transport', 'reverse cholesterol transport', 'protein-lipid complex subunit organization', 'regulation of sterol transport', 'regulation of Cdc42 protein signal transduction', 'very-low-density lipoprotein particle remodeling'}",0.0,0,"{'fatty acid metabolic process', 'positive regulation of cholesterol efflux', 'DNA integration', 'phosphate ion transmembrane transport', 'triglyceride biosynthetic process', 'triglyceride acyl-chain remodeling', 'lipoxygenase pathway', 'acylglycerol acyl-chain remodeling', 'inorganic diphosphate transport', 'response to fluoride'}"
C0677886,Epithelial ovarian cancer,0,"{'intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator', 'regulation of cell cycle process', 'positive regulation of actin filament bundle assembly', 'positive regulation of cell cycle process', 'intrinsic apoptotic signaling pathway by p53 class mediator', 'response to starvation', 'cellular response to extracellular stimulus', 'cellular response to external stimulus', 'cellular response to nutrient levels', 'cellular response to starvation'}",0.0,34,"{'galactosyltransferase activity', 'beta-1,3-galactosyltransferase activity', 'glutathione peroxidase activity', 'UDP-galactosyltransferase activity', 'cellular polysaccharide biosynthetic process', 'poly-N-acetyllactosamine biosynthetic process', 'poly-N-acetyllactosamine metabolic process', 'UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity', 'N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity', 'polysaccharide biosynthetic process'}"
C0038271,Stereotyped Behavior,195,"{'regulation of cellular process', 'negative regulation of gene expression', 'cellular component organization or biogenesis', 'cellular component organization', 'regulation of biological process', 'synapse part', 'multicellular organismal process', 'biological regulation', 'negative regulation of RNA metabolic process', 'cellular process'}",0.13537675606641125,694,"{'regulation of multicellular organismal process', 'positive regulation of nucleobase-containing compound metabolic process', 'positive regulation of cellular metabolic process', 'positive regulation of macromolecule biosynthetic process', 'positive regulation of macromolecule metabolic process', 'positive regulation of metabolic process', 'positive regulation of nitrogen compound metabolic process', 'positive regulation of cellular biosynthetic process', 'positive regulation of biosynthetic process', 'response to lipid'}"
C0023518,Leukocytosis,209,"{'regulation of reactive oxygen species metabolic process', 'positive regulation of nitric oxide biosynthetic process', 'regulation of cell activation', 'regulation of defense response', 'regulation of inflammatory response', 'positive regulation of nitric oxide metabolic process', 'regulation of nitric oxide biosynthetic process', 'positive regulation of reactive oxygen species biosynthetic process', 'regulation of secretion by cell', 'regulation of response to external stimulus'}",0.0625,63,"{'interleukin-6-mediated signaling pathway', 'cell surface receptor signaling pathway', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'protein kinase binding', 'interleukin-2-mediated signaling pathway', 'enzyme binding', 'positive regulation of signal transduction', 'cytokine-mediated signaling pathway', 'interleukin-15-mediated signaling pathway', 'interleukin-7-mediated signaling pathway'}"
C1336708,Testicular Germ Cell Tumor,31,"{'regulation of cell population proliferation', 'protein autophosphorylation', 'regulation of protein kinase B signaling', 'regulation of transferase activity', 'ectopic germ cell programmed cell death', 'positive regulation of kinase activity', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'anatomical structure development', 'negative regulation of biological process', 'regulation of kinase activity'}",0.045871559633027525,83,"{'serine-type endopeptidase activity', 'endopeptidase activity', 'collagen metabolic process', 'extracellular matrix disassembly', 'metalloendopeptidase activity', 'serine-type peptidase activity', 'collagen catabolic process', 'metallopeptidase activity', 'fibroblast growth factor-activated receptor activity', 'serine hydrolase activity'}"
C1145670,Respiratory Failure,182,"{'NADH dehydrogenase complex', 'respiratory chain complex I', 'mitochondrial respiratory chain complex I', 'mitochondrial electron transport, NADH to ubiquinone', 'mitochondrial respiratory chain complex I assembly', 'mitochondrial respiratory chain complex assembly', 'respiratory chain complex', 'NADH dehydrogenase complex assembly', 'respiratory electron transport chain', 'oxidoreductase complex'}",0.24,190,"{'organelle inner membrane', 'oxidoreductase complex', 'mitochondrial inner membrane', 'mitochondrial membrane part', 'respiratory chain complex', 'generation of precursor metabolites and energy', 'respiratory electron transport chain', 'mitochondrial part', 'oxidoreductase activity', 'electron transport chain'}"
C0277799,Intermittent fever,14,"{'pteridine-containing compound biosynthetic process', 'tetrahydrobiopterin biosynthetic process', 'pteridine-containing compound metabolic process', 'diol biosynthetic process', 'organic hydroxy compound biosynthetic process', 'alcohol biosynthetic process', 'diol metabolic process', 'alcohol metabolic process', 'tetrahydrobiopterin metabolic process', 'dihydrobiopterin metabolic process'}",0.037037037037037035,14,"{'ciliary neurotrophic factor-mediated signaling pathway', 'ciliary neurotrophic factor receptor activity', 'ciliary neurotrophic factor receptor binding', 'CNTFR-CLCF1 complex', 'ciliary neurotrophic factor receptor complex', 'interleukin-6 receptor binding', 'positive regulation of tyrosine phosphorylation of STAT protein', 'mineralocorticoid metabolic process', 'regulation of tyrosine phosphorylation of STAT protein', 'mineralocorticoid biosynthetic process'}"
C4024878,Generalized hyperpigmentation,179,"{'glucocorticoid biosynthetic process', 'positive regulation of catalytic activity', 'positive regulation of molecular function', 'regulation of cell population proliferation', 'anatomical structure homeostasis', 'positive regulation of metabolic process', 'homeostatic process', 'glucocorticoid metabolic process', 'regulation of biological quality', 'regulation of telomere maintenance via telomere lengthening'}",0.021834061135371178,55,"{'animal organ development', 'gap junction assembly', 'developmental process involved in reproduction', 'wide pore channel activity', 'gap junction channel activity', 'anatomical structure development', 'reproductive structure development', 'connexin complex', 'MAPK cascade', 'reproductive process'}"
C0158986,Neonatal hypoglycemia,87,"{'regulation of hormone levels', 'positive regulation of biological process', 'response to oxygen-containing compound', 'response to organonitrogen compound', 'response to organic substance', 'carbohydrate homeostasis', 'oxidation-reduction process', 'genetic imprinting', 'glucose homeostasis', 'gland development'}",0.05982905982905983,37,"{'glucocorticoid biosynthetic process', 'C21-steroid hormone metabolic process', 'steroid 11-beta-monooxygenase activity', 'corticosterone 18-monooxygenase activity', 'mineralocorticoid metabolic process', 'cortisol biosynthetic process', 'tertiary alcohol biosynthetic process', 'glucocorticoid metabolic process', 'aldosterone biosynthetic process', 'mineralocorticoid biosynthetic process'}"
C0948187,Tracheomalacia,1,"{'limb bud formation', 'mesenchymal cell proliferation', 'epithelium development', 'animal organ morphogenesis', 'growth factor binding', 'embryonic organ morphogenesis', 'anatomical structure morphogenesis', 'skeletal system morphogenesis', 'inner ear morphogenesis', 'embryonic skeletal system morphogenesis'}",0.0,60,"{'enzyme linked receptor protein signaling pathway', 'fibroblast growth factor binding', 'transmembrane receptor protein tyrosine kinase activity', 'extracellular matrix structural constituent conferring tensile strength', 'platelet-derived growth factor binding', 'skeletal system development', 'system development', 'growth factor binding', 'fibroblast growth factor-activated receptor activity', 'transmembrane receptor protein kinase activity'}"
C0266292,Congenital anomaly of the kidney,27,"{'peptidyl-lysine modification', 'membranous septum morphogenesis', 'positive regulation of nucleobase-containing compound metabolic process', 'regulation of smoothened signaling pathway', 'regulation of developmental process', 'regulation of cellular biosynthetic process', 'regulation of biosynthetic process', 'positive regulation of cellular biosynthetic process', 'N-terminal peptidyl-lysine acetylation', 'positive regulation of biosynthetic process'}",0.03571428571428571,147,"{'enzyme linked receptor protein signaling pathway', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'cell surface receptor signaling pathway', 'fibroblast growth factor binding', 'regulation of cell population proliferation', 'transmembrane receptor protein tyrosine kinase activity', 'growth factor binding', 'fibroblast growth factor receptor signaling pathway', 'fibroblast growth factor-activated receptor activity', 'transmembrane receptor protein kinase activity'}"
C0233565,Bradykinesia,432,"{'dopamine uptake', 'neuron part', 'positive regulation of organelle organization', 'behavior', 'regulation of catecholamine metabolic process', 'inclusion body', 'enzyme binding', 'dopamine metabolic process', 'regulation of dopamine metabolic process', 'catecholamine uptake'}",0.03550295857988166,93,"{'cAMP metabolic process', ""3',5'-cyclic-AMP phosphodiesterase activity"", 'ribonucleotide catabolic process', 'cyclic-nucleotide phosphodiesterase activity', 'phosphoric diester hydrolase activity', 'cyclic nucleotide metabolic process', 'purine ribonucleotide catabolic process', 'cyclic nucleotide catabolic process', 'cAMP catabolic process', ""3',5'-cyclic-nucleotide phosphodiesterase activity""}"
C0020437,Hypercalcemia,309,"{'response to chemical', 'regulation of cyclin-dependent protein serine/threonine kinase activity', 'skeletal system development', 'protein serine/threonine kinase inhibitor activity', 'developmental process', 'anatomical structure development', 'negative regulation of cyclin-dependent protein serine/threonine kinase activity', 'negative regulation of cell population proliferation', 'cyclin-dependent protein serine/threonine kinase inhibitor activity', 'negative regulation of cyclin-dependent protein kinase activity'}",0.022988505747126436,47,"{'regulation of hemostasis', 'response to organic substance', 'platelet-derived growth factor binding', 'regulation of cellular component movement', 'multicellular organismal process', 'protein activation cascade', 'response to acid chemical', 'regulation of coagulation', 'blood coagulation, extrinsic pathway', 'regulation of blood coagulation'}"
C0007273,Carotid Artery Diseases,169,"{'regulation of localization', 'regulation of locomotion', 'response to oxygen-containing compound', 'regulation of cell population proliferation', 'regulation of extrinsic apoptotic signaling pathway', 'regulation of cell motility', 'regulation of cellular component movement', 'regulation of apoptotic signaling pathway', 'regulation of cell migration', 'extracellular space'}",0.13278008298755187,104,"{'eosinophil chemotaxis', 'regulation of leukocyte migration', 'response to external biotic stimulus', 'positive regulation of leukocyte migration', 'regulation of immune system process', 'eosinophil migration', 'response to biotic stimulus', 'regulation of cell migration', 'G protein-coupled receptor signaling pathway', 'monocyte chemotaxis'}"
C0001430,Adenoma,237,"{'transporter activity', 'establishment of localization', 'regulation of cell population proliferation', 'transmembrane transporter activity', 'localization', 'transport', 'ion transport', 'transmembrane transport', 'multicellular organismal process', 'regulation of biological quality'}",0.12309820193637622,575,"{'enzyme linked receptor protein signaling pathway', 'positive regulation of phosphorylation', 'positive regulation of molecular function', 'positive regulation of protein phosphorylation', 'positive regulation of signaling', 'positive regulation of phosphate metabolic process', 'positive regulation of signal transduction', 'positive regulation of cell communication', 'positive regulation of phosphorus metabolic process', 'positive regulation of intracellular signal transduction'}"
C1849134,Decreased lower limb vibratory sense,13,"{'establishment of localization in cell', 'microtubule-based process', 'neuron part', 'axon cytoplasm', 'intracellular transport', 'spindle disassembly', 'mitotic spindle disassembly', 'axonal transport', 'anterograde axonal transport', 'axo-dendritic transport'}",0.0,0,"{'iron ion import across cell outer membrane', 'regulation of ERBB3 signaling pathway', 'positive regulation of oligodendrocyte progenitor proliferation', 'positive regulation of ERBB3 signaling pathway', 'glucosylceramide biosynthetic process', 'regulation of protein localization to endoplasmic reticulum', 'cerebral cortex radial glia guided migration', 'leucine transport', 'positive regulation of protein localization to endoplasmic reticulum', 'telencephalon glial cell migration'}"
C0026827,Muscle hypotonia,1457,"{'cell part', 'biological_process', 'cellular_component', 'metabolic process', 'intracellular organelle part', 'intracellular part', 'molecular_function', 'cellular metabolic process', 'organelle part', 'cellular process'}",0.19558287795992715,3794,"{'protein-containing complex', 'intracellular membrane-bounded organelle', 'metabolic process', 'intracellular organelle part', 'membrane-bounded organelle', 'organelle', 'intracellular organelle', 'cytoplasmic part', 'organelle part', 'cellular process'}"
C0158761,Radioulnar Synostosis,138,"{'negative regulation of biosynthetic process', 'negative regulation of cellular macromolecule biosynthetic process', 'negative regulation of nucleobase-containing compound metabolic process', 'negative regulation of macromolecule biosynthetic process', 'regulation of animal organ morphogenesis', 'sister chromatid cohesion', 'negative regulation of cellular biosynthetic process', 'meiotic cohesin complex', 'cohesin complex', 'mediator complex binding'}",0.046296296296296294,88,"{'chondroitin sulfotransferase activity', 'carbohydrate derivative biosynthetic process', 'fibroblast growth factor binding', 'aminoglycan biosynthetic process', 'sulfotransferase activity', 'sulfur compound binding', 'aminoglycan metabolic process', 'glycosaminoglycan biosynthetic process', 'glycosaminoglycan metabolic process', 'transferase activity, transferring sulfur-containing groups'}"
C0553723,Squamous cell carcinoma of skin,127,"{'nucleotide-excision repair', 'DNA metabolic process', 'nucleotide-excision repair, preincision complex stabilization', 'chromosome organization', 'nucleotide-excision repair, DNA incision', 'UV protection', 'nucleotide-excision repair, preincision complex assembly', 'global genome nucleotide-excision repair', ""nucleotide-excision repair, DNA incision, 5'-to lesion"", 'nucleotide-excision repair complex'}",0.26046511627906976,144,"{'7-methylguanosine mRNA capping', '7-methylguanosine RNA capping', 'termination of RNA polymerase I transcription', 'RNA polymerase II transcription factor complex', 'nucleotide-excision repair, preincision complex assembly', 'transcription factor TFIIH core complex', 'transcription factor TFIIH holo complex', 'transcription initiation from RNA polymerase I promoter', 'RNA capping', 'carboxy-terminal domain protein kinase complex'}"
C0427190,"Ataxia, Truncal",29,"{'transporter activity', 'cell projection organization', 'ion transmembrane transport', 'regulation of membrane potential', 'localization', 'inclusion body', 'neuron projection maintenance', 'ion transmembrane transporter activity', 'memory', 'nuclear inclusion body'}",0.0,0,"{'solute:proton symporter activity', 'transmembrane transporter activity', 'integral component of membrane', 'anion transmembrane transporter activity', 'membrane part', 'transmembrane transport', '1-acylglycerol-3-phosphate O-acyltransferase activity', 'lysophosphatidic acid acyltransferase activity', 'lysophospholipid acyltransferase activity', 'calcium activated cation channel activity'}"
C0038587,Substance Withdrawal Syndrome,722,"{'signaling', 'cell-cell signaling', 'system process', 'chemical synaptic transmission', 'synaptic signaling', 'cell communication', 'behavior', 'trans-synaptic signaling', 'anterograde trans-synaptic signaling', 'multicellular organismal process'}",0.33292079207920794,355,"{'G protein-coupled receptor activity', 'signaling receptor activity', 'transmembrane signaling receptor activity', 'G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger', 'plasma membrane part', 'G protein-coupled peptide receptor activity', 'intrinsic component of plasma membrane', 'integral component of plasma membrane', 'G protein-coupled receptor signaling pathway', 'molecular transducer activity'}"
C0030193,Pain,1176,"{'response to chemical', 'response to stimulus', 'positive regulation of biological process', 'response to organic substance', 'regulation of system process', 'cell communication', 'positive regulation of multicellular organismal process', 'regulation of biological quality', 'signal transduction', 'signaling receptor binding'}",0.331222292590247,926,"{'positive regulation of protein phosphorylation', 'G protein-coupled receptor activity', 'G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger', 'positive regulation of phosphate metabolic process', 'adenylate cyclase-modulating G protein-coupled receptor signaling pathway', 'regulation of biological quality', 'signal transduction', 'G protein-coupled receptor signaling pathway', 'positive regulation of phosphorus metabolic process', 'signaling receptor binding'}"
C0423820,Ridged nails,28,"{'telomerase activity', 'regulation of hair cycle', 'telomere maintenance via telomerase', 'epidermis development', 'RNA-directed DNA polymerase activity', 'telomerase RNA reverse transcriptase activity', 'telomere maintenance', 'RNA-dependent DNA biosynthetic process', 'telomerase catalytic core complex', 'telomerase holoenzyme complex'}",0.20754716981132076,36,"{'box H/ACA telomerase RNP complex', 'intermediate filament', 'box H/ACA scaRNP complex', 'box H/ACA snoRNP complex', 'box H/ACA snoRNA binding', 'rRNA pseudouridine synthesis', 'box H/ACA RNP complex', 'keratinization', 'cornification', 'positive regulation of telomerase RNA localization to Cajal body'}"
C1864711,Muscle biopsy shows dystrophic changes,205,"{'striated muscle cell development', 'Z disc', 'protein O-linked mannosylation', 'sarcolemma', 'muscle structure development', 'mannosylation', 'muscle cell development', 'contractile fiber part', 'protein mannosylation', 'muscle organ development'}",0.1559633027522936,47,"{'intrinsic component of membrane', 'skeletal muscle myosin thick filament assembly', 'myosin filament assembly', 'integral component of membrane', 'titin binding', 'membrane part', 'myosin filament organization', 'sarcolemma', 'sarcomere organization', 'striated muscle myosin thick filament assembly'}"
C0001973,"Alcoholic Intoxication, Chronic",1575,"{'signaling', 'cell-cell signaling', 'neuron part', 'chemical synaptic transmission', 'synaptic signaling', 'behavior', 'trans-synaptic signaling', 'anterograde trans-synaptic signaling', 'synapse part', 'regulation of biological quality'}",0.3198409830140947,2077,"{'response to chemical', 'plasma membrane part', 'signaling receptor activity', 'transmembrane signaling receptor activity', 'regulation of signaling', 'plasma membrane', 'regulation of biological quality', 'signal transduction', 'G protein-coupled receptor signaling pathway', 'molecular transducer activity'}"
