,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_top_10
C1861869,Underdeveloped supraorbital ridges,343,"{'microbody', 'peroxisomal membrane', 'microbody part', 'microbody membrane', 'peroxisomal membrane transport', 'peroxisomal part', 'peroxisome organization', 'protein targeting to peroxisome', 'protein import into peroxisome matrix', 'protein localization to peroxisome'}",0.2540192926045016,437,"{'positive regulation of cellular biosynthetic process', 'regulation of catabolic process', 'regulation of intracellular signal transduction', 'positive regulation of metabolic process', 'regulation of protein metabolic process', 'positive regulation of biosynthetic process', 'cellular process', 'positive regulation of cellular metabolic process', 'positive regulation of gene expression', 'identical protein binding'}"
C0263454,Chloracne,104,"{'haptoglobin binding', 'haptoglobin-hemoglobin complex', 'gas transport', 'hemoglobin complex', 'oxygen carrier activity', 'detoxification', 'hydrogen peroxide metabolic process', 'oxygen transport', 'hydrogen peroxide catabolic process', 'cellular detoxification'}",0.008547008547008548,14,"{'cell-cell adhesion in response to extracellular stimulus', 'cellular response to chemical stimulus', 'regulation of mitotic cell cycle', 'cellular response to stimulus', 'cellular response to amyloid-beta', 'cellular response to organic substance', 'negative regulation of helicase activity', 'positive regulation of cell adhesion', 'cellular component assembly', 'cellular response to nitrogen compound'}"
C0033687,Proteinuria,1075,"{'cellular_component', 'organelle', 'binding', 'intracellular organelle lumen', 'membrane-bounded organelle', 'extracellular structure organization', 'organelle lumen', 'extracellular region part', 'molecular_function', 'biological_process'}",0.2661728395061728,1489,"{'positive regulation of cellular process', 'positive regulation of biological process', 'positive regulation of cellular component organization', 'cellular response to stimulus', 'response to organic substance', 'response to stimulus', 'response to chemical', 'positive regulation of response to stimulus', 'regulation of cellular component organization', 'enzyme binding'}"
C3809288,LEFT VENTRICULAR NONCOMPACTION 8,216,"{'actin filament-based movement', 'muscle contraction', 'striated muscle contraction', 'contractile fiber part', 'cardiac muscle contraction', 'muscle filament sliding', 'actin-myosin filament sliding', 'actin-mediated cell contraction', 'Z disc', 'muscle system process'}",0.21285140562248997,86,"{'FATZ binding', 'regulation of muscle system process', 'actomyosin structure organization', 'skeletal muscle fiber adaptation', 'contractile fiber part', 'cytoskeletal protein binding', 'binding', 'protein binding', 'telethonin binding', 'intracellular part'}"
C0243050,Cardiovascular Abnormalities,688,"{'system process', 'anatomical structure morphogenesis', 'cellular developmental process', 'regulation of multicellular organismal process', 'animal organ development', 'multicellular organismal process', 'developmental process', 'ameboidal-type cell migration', 'anatomical structure development', 'system development'}",0.1276864728192162,204,"{'regulation of phospholipase activity', 'transmembrane receptor protein kinase activity', 'transmembrane receptor protein tyrosine kinase activity', 'positive regulation of phospholipase activity', 'midbrain development', 'fibroblast growth factor binding', 'positive regulation of lipase activity', 'fibroblast growth factor-activated receptor activity', 'enzyme binding', 'cellular homeostasis'}"
C0241240,Tall stature,270,"{'regulation of cell communication', 'positive regulation of biological process', 'regulation of multicellular organismal process', 'embryonic morphogenesis', 'regulation of signal transduction', 'animal organ development', 'response to hormone', 'developmental process', 'regulation of signaling', 'positive regulation of epithelial to mesenchymal transition'}",0.1361111111111111,139,"{'type 3 melanocortin receptor binding', 'type 1 melanocortin receptor binding', 'neuropeptide receptor binding', 'macromolecule glycosylation', 'positive regulation of transcription by RNA polymerase II', 'melanocortin receptor binding', 'cellular process', 'type 4 melanocortin receptor binding', 'catalytic activity, acting on a glycoprotein', 'N-glycan processing'}"
C0162316,Iron deficiency anemia,34,"{'chemical homeostasis', 'iron ion homeostasis', 'cellular metal ion homeostasis', 'transition metal ion homeostasis', 'metal ion homeostasis', 'cellular iron ion homeostasis', 'cellular ion homeostasis', 'necroptotic signaling pathway', 'cellular transition metal ion homeostasis', 'cellular cation homeostasis'}",0.018633540372670808,130,"{'negative regulation of transport', 'regulation of protein catabolic process', 'mitochondrion-derived vesicle', 'positive regulation of protein catabolic process', 'regulation of multicellular organismal development', 'positive regulation of catabolic process', 'vacuolar transport', 'mitochondrion-derived vesicle mediated transport', 'interspecies interaction between organisms', 'mitochondrion to lysosome transport'}"
C0003507,Aortic Valve Stenosis,46,"{'pattern specification process', 'regulation of cell proliferation involved in heart valve morphogenesis', 'negative regulation of signal transduction', 'aminoglycan metabolic process', 'negative regulation of cell communication', 'negative regulation of muscle hypertrophy', 'glycosaminoglycan metabolic process', 'primary metabolic process', 'negative regulation of cardiac muscle hypertrophy', 'negative regulation of signaling'}",0.07,61,"{'glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity', 'glycosaminoglycan biosynthetic process', 'aminoglycan metabolic process', 'chondroitin sulfate metabolic process', 'chondroitin sulfate biosynthetic process', 'glycosaminoglycan metabolic process', 'mucopolysaccharide metabolic process', 'sulfur compound metabolic process', 'aminoglycan biosynthetic process', 'carbohydrate derivative metabolic process'}"
C0231791,Toeing-in,27,"{'actin filament-based movement', 'muscle contraction', 'skeletal muscle contraction', 'striated muscle contraction', 'muscle filament sliding', 'peroxisomal membrane transport', 'actin-myosin filament sliding', 'protein import into peroxisome matrix', 'actin-mediated cell contraction', 'muscle system process'}",0.10144927536231885,49,"{'positive regulation of ERK1 and ERK2 cascade', 'anatomical structure morphogenesis', 'organelle part', 'chondroitin sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process', 'cellular response to stimulus', 'glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase activity', 'protein phosphorylation', 'intracellular organelle part', 'developmental process', 'dermatan sulfate proteoglycan biosynthetic process'}"
C0392163,Corneal erosion,24,"{'basement membrane collagen trimer', 'extracellular matrix structural constituent conferring tensile strength', 'extracellular matrix', 'network-forming collagen trimer', 'collagen trimer', 'collagen type IV trimer', 'extracellular structure organization', 'extracellular matrix structural constituent', 'extracellular matrix organization', 'basement membrane'}",0.25,11,"{'response to wounding', 'collagen-containing extracellular matrix', 'extracellular matrix', 'extracellular space', 'glycosaminoglycan binding', 'extracellular structure organization', 'extracellular region', 'extracellular matrix structural constituent', 'extracellular matrix organization', 'collagen binding'}"
C0080174,Spina Bifida Occulta,9,"{'anatomical structure morphogenesis', 'face morphogenesis', 'damaged DNA binding', 'cellular response to stimulus', 'cell development', 'N-terminal peptidyl-lysine acetylation', 'developmental process', 'positive regulation of type I interferon production', 'response to stimulus', 'regulation of type I interferon production'}",0.0,0,"{'DNA-binding transcription factor activity, RNA polymerase II-specific', 'negative regulation of growth of symbiont involved in interaction with host', 'DNA-binding transcription factor activity', 'positive regulation of interleukin-12 production', 'regulation of growth of symbiont in host', 'modulation of growth of symbiont involved in interaction with host', 'positive regulation of macromolecule biosynthetic process', 'sequence-specific DNA binding', 'negative regulation of growth of symbiont in host', 'DNA binding'}"
C1857656,Precociously senile appearance,123,"{'regulation of cell cycle process', 'regulation of cellular component biogenesis', 'regulation of mitotic cell cycle', 'damaged DNA binding', 'positive regulation of cellular component biogenesis', 'regulation of cell cycle', 'organelle organization', 'catalytic activity, acting on DNA', 'nucleotide-excision repair, preincision complex stabilization', 'UV protection'}",0.07647058823529412,60,"{'nucleotide-excision repair', 'transcription-coupled nucleotide-excision repair', 'DNA repair', 'organic substance metabolic process', 'nitrogen compound metabolic process', 'cellular metabolic process', 'cellular response to stimulus', 'metabolic process', 'cellular response to stress', 'FFAT motif binding'}"
C0279628,Adenocarcinoma Of Esophagus,79,"{'negative regulation of biological process', 'positive regulation of biological process', 'negative regulation of cellular metabolic process', 'multicellular organismal process', 'transcription factor binding', 'regulation of developmental process', 'negative regulation of cell growth', 'regulation of gene expression', 'regulation of nitrogen compound metabolic process', 'anatomical structure development'}",0.13043478260869565,51,"{'nucleus', 'regulation of transcription by RNA polymerase II', 'regulation of transcription, DNA-templated', 'regulation of nucleic acid-templated transcription', 'heterocyclic compound binding', 'activation of innate immune response', 'RNA polymerase II transcription factor binding', 'regulation of RNA biosynthetic process', 'regulation of gene expression', 'innate immune response-activating signal transduction'}"
C0026636,Mouth Diseases,12,"{'negative regulation of signal transduction', 'negative regulation of cell communication', 'cellular response to stimulus', 'unfolded protein binding', 'cellular response to DNA damage stimulus', 'cellular response to stress', 'response to stimulus', 'CAF-1 complex', 'response to abiotic stimulus', 'response to stress'}",0.0,27,"{'regulation of macromolecule metabolic process', 'regulation of cellular metabolic process', 'regulation of nucleobase-containing compound metabolic process', 'regulation of macromolecule biosynthetic process', 'regulation of cellular macromolecule biosynthetic process', 'regulation of biosynthetic process', 'regulation of primary metabolic process', 'nuclear part', 'regulation of nitrogen compound metabolic process', 'regulation of cellular biosynthetic process'}"
C0013575,Ectodermal Dysplasia,20,"{'intermediate filament bundle assembly', 'cell junction organization', 'anatomical structure morphogenesis', 'hair cycle process', 'cell death', 'molting cycle process', 'animal organ morphogenesis', 'nail development', 'cell junction assembly', 'programmed cell death'}",0.03225806451612903,12,"{'response to nitrogen compound', 'cell junction organization', 'catenin-TCF7L2 complex', 'response to indole-3-methanol', 'cellular response to indole-3-methanol', 'adherens junction organization', 'alpha-catenin binding', 'lateral plasma membrane', 'response to organonitrogen compound', 'fascia adherens'}"
C0021841,Intestinal Neoplasms,512,"{'negative regulation of mitotic cell cycle', 'negative regulation of cell death', 'regulation of programmed cell death', 'apoptotic signaling pathway', 'regulation of response to stress', 'regulation of nitrogen utilization', 'regulation of apoptotic process', 'negative regulation of programmed cell death', 'negative regulation of apoptotic process', 'cell surface receptor signaling pathway'}",0.009765625,5,"{'positive regulation of cellular process', 'signal transduction in response to DNA damage', 'intracellular signal transduction', 'developmental process involved in reproduction', 'apoptotic signaling pathway', 'lymphocyte activation', 'positive regulation of developmental process', 'intrinsic apoptotic signaling pathway in response to DNA damage', 'positive regulation of response to stimulus', 'positive regulation of immune response'}"
C4228227,Small thymus,1,"{'thymus development', 'pre-B cell allelic exclusion', 'developmental process', 'DNA recombination', 'somatic diversification of immune receptors via germline recombination within a single locus', 'V(D)J recombination', 'somatic cell DNA recombination', 'T cell differentiation in thymus', 'cellular response to phosphate starvation', 'somatic diversification of immune receptors'}",0.0,66,"{'regulation of telomeric D-loop disassembly', 'regulation of telomeric loop disassembly', 'regulation of telomere maintenance via semi-conservative replication', 'nuclear chromosome, telomeric region', 'telomere capping', 'negative regulation of telomere maintenance via semi-conservative replication', 'regulation of exonuclease activity', 'negative regulation of telomeric loop disassembly', 'negative regulation of telomeric D-loop disassembly', 'negative regulation of exonuclease activity'}"
C0018802,Congestive heart failure,373,"{'organelle part', 'mitochondrial inner membrane', 'regulation of heart contraction', 'striated muscle contraction', 'cytoplasmic part', 'organelle inner membrane', 'cardiac muscle contraction', 'intracellular organelle part', 'response to stimulus', 'oxidation-reduction process'}",0.2047244094488189,392,"{'mitochondrial respiratory chain complex III', 'oxidoreductase activity, acting on diphenols and related substances as donors', 'respiratory electron transport chain', 'oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor', 'respiratory chain complex III', 'mitochondrial electron transport, ubiquinol to cytochrome c', 'cytoplasmic part', 'mitochondrial part', 'intracellular organelle part', 'ubiquinol-cytochrome-c reductase activity'}"
C1836047,Long face,198,"{'anatomical structure morphogenesis', 'organelle', 'animal organ development', 'multicellular organismal process', 'cellular process', 'developmental process', 'anatomical structure development', 'cilium assembly', 'cilium organization', 'cellular_component'}",0.10966542750929369,399,"{'regulation of cell cycle process', 'cytoplasm', 'regulation of organelle organization', 'multi-organism process', 'regulation of cell cycle', 'cytosol', 'cellular component organization or biogenesis', 'cellular localization', 'regulation of cellular component organization', 'organelle localization'}"
C0002874,Aplastic Anemia,59,"{'telomere maintenance via telomere lengthening', 'box H/ACA telomerase RNP complex', 'telomerase holoenzyme complex', 'telomere maintenance', 'chromosome, telomeric region', 'RNA-dependent DNA biosynthetic process', 'box H/ACA RNP complex', 'telomere maintenance via telomerase', 'anatomical structure homeostasis', 'telomere organization'}",0.07516339869281045,270,"{'positive regulation of cellular biosynthetic process', 'nuclear chromosome part', 'negative regulation of RNA metabolic process', 'embryonic digit morphogenesis', 'negative regulation of nucleobase-containing compound metabolic process', 'positive regulation of biosynthetic process', 'positive regulation of macromolecule biosynthetic process', 'ATPase complex', 'transcription factor binding', 'SWI/SNF superfamily-type complex'}"
C1832446,Sparse eyebrow,57,"{'anatomical structure morphogenesis', 'hair cycle process', 'molting cycle process', 'biological regulation', 'cellular component organization', 'cellular component organization or biogenesis', 'developmental process', 'cellular process', 'regulation of biological process', 'anatomical structure development'}",0.08583690987124463,196,"{'cell junction organization', 'cell junction', 'cell-cell adherens junction', 'cell-cell adhesion', 'adherens junction organization', 'cell junction assembly', 'cell adhesion molecule binding', 'regulation of localization', 'interspecies interaction between organisms', 'cell-cell junction'}"
C0595939,Stillbirth,18,"{'anatomical structure morphogenesis', 'ossification', 'tissue development', 'regulation of cell aging', 'cellular developmental process', 'cell development', 'developmental process', 'anatomical structure development', 'cell differentiation', 'chondrocyte differentiation'}",0.0,0,"{'positive regulation of protein homodimerization activity', 'transferase activity', 'cellular metabolic process', 'catalytic activity, acting on a protein', 'metabolic process', 'CD40 receptor complex', 'cytoplasmic side of membrane', 'thioesterase binding', 'regulation of protein homodimerization activity', 'tumor necrosis factor-mediated signaling pathway'}"
C0684276,Hypsarrhythmia,78,"{'detection of carbohydrate stimulus', 'regulation of hormone secretion', 'glucose homeostasis', 'hexose metabolic process', 'monosaccharide metabolic process', 'regulation of peptide hormone secretion', 'detection of hexose stimulus', 'carbohydrate homeostasis', 'cellular glucose homeostasis', 'regulation of insulin secretion'}",0.008695652173913044,38,"{'glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex', 'liposaccharide metabolic process', 'GPI anchor metabolic process', 'protein lipidation', 'glycolipid biosynthetic process', 'glycolipid metabolic process', 'GPI anchor biosynthetic process', 'membrane lipid biosynthetic process', 'preassembly of GPI anchor in ER membrane', 'phosphatidylinositol N-acetylglucosaminyltransferase activity'}"
C0156273,Bladder Diverticulum,26,"{'extracellular matrix component', 'elastic fiber assembly', 'collagen-containing extracellular matrix', 'extracellular matrix', 'supramolecular fiber organization', 'collagen fibril organization', 'extracellular structure organization', 'extracellular matrix structural constituent', 'extracellular matrix organization', 'extracellular matrix assembly'}",0.0,0,"{'cytoplasm', 'nucleus', 'negative regulation of RNA metabolic process', 'negative regulation of cellular biosynthetic process', 'negative regulation of nucleobase-containing compound metabolic process', 'negative regulation of macromolecule biosynthetic process', 'transcription factor binding', 'negative regulation of nucleic acid-templated transcription', 'negative regulation of RNA biosynthetic process', 'negative regulation of nitrogen compound metabolic process'}"
C4048270,Decreased antibody level in blood,271,"{'immune system process', 'regulation of cell activation', 'immunoglobulin mediated immune response', 'regulation of leukocyte activation', 'regulation of immune system process', 'B cell mediated immunity', 'immune response', 'adaptive immune response', 'regulation of lymphocyte activation', 'adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains'}",0.2680577849117175,519,"{'positive regulation of leukocyte cell-cell adhesion', 'regulation of response to stimulus', 'regulation of immune response', 'CD40 receptor complex', 'positive regulation of cell-cell adhesion', 'signal transduction', 'positive regulation of response to stimulus', 'cell surface receptor signaling pathway', 'positive regulation of immune response', 'identical protein binding'}"
C4022018,Telangiectasia of the skin,479,"{'cellular macromolecule metabolic process', 'positive regulation of biological process', 'telomere maintenance', 'telomere organization', 'nucleotide-excision repair, preincision complex stabilization', 'response to abiotic stimulus', 'DNA metabolic process', 'chromosome organization', 'anatomical structure homeostasis', 'telomerase holoenzyme complex'}",0.24887892376681614,635,"{'transforming growth factor beta receptor binding', 'CCR6 chemokine receptor binding', 'transforming growth factor beta-activated receptor activity', 'transforming growth factor beta receptor activity, type II', 'cytokine receptor binding', 'positive regulation of bone mineralization', 'response to stimulus', 'type I transforming growth factor beta receptor binding', 'transforming growth factor beta receptor signaling pathway', 'response to stress'}"
C0000731,Abdomen distended,163,"{'anatomical structure morphogenesis', 'animal organ morphogenesis', 'cellular developmental process', 'gland development', 'thyroid gland development', 'animal organ development', 'multicellular organismal process', 'thyroid hormone metabolic process', 'developmental process', 'anatomical structure development'}",0.04417670682730924,97,"{'renal system process', 'negative regulation of signal transduction', 'eyelid development in camera-type eye', 'cAMP-dependent protein kinase activity', 'high-density lipoprotein particle assembly', 'antibiotic metabolic process', 'ethanol catabolic process', 'activation of protein kinase A activity', 'response to organonitrogen compound', 'regulation of biological quality'}"
C0431659,Hypoplasia of scrotum,52,"{'positive regulation of cellular biosynthetic process', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of biosynthetic process', 'positive regulation of macromolecule biosynthetic process', 'developmental growth', 'positive regulation of RNA biosynthetic process', 'positive regulation of nucleic acid-templated transcription', 'growth', 'positive regulation of transcription, DNA-templated', 'anatomical structure development'}",0.02127659574468085,92,"{'adherens junction', 'cell junction organization', 'cell projection organization', 'multi-organism process', 'ephrin receptor signaling pathway', 'apical junction complex', 'cell-cell adherens junction', 'adherens junction organization', 'anchoring junction', 'cell-cell junction'}"
C0004943,Behcet Syndrome,381,"{'response to lipopolysaccharide', 'regulation of response to stimulus', 'regulation of immune system process', 'regulation of defense response', 'regulation of immune response', 'inflammatory response', 'positive regulation of immune system process', 'positive regulation of response to stimulus', 'defense response', 'signaling receptor binding'}",0.23247232472324722,287,"{'positive regulation of defense response', 'natural killer cell lectin-like receptor binding', 'positive regulation of leukocyte mediated cytotoxicity', 'positive regulation of cell killing', 'regulation of lymphocyte mediated immunity', 'regulation of immune system process', 'regulation of cell killing', 'positive regulation of lymphocyte mediated immunity', 'regulation of leukocyte mediated cytotoxicity', 'positive regulation of leukocyte mediated immunity'}"
C0242184,Hypoxia,250,"{'extracellular organelle', 'small molecule catabolic process', 'extracellular vesicle', 'small molecule metabolic process', 'cellular metabolic process', 'biosynthetic process', 'metabolic process', 'extracellular exosome', 'drug metabolic process', 'extracellular region part'}",0.1441717791411043,123,"{'response to oxygen-containing compound', 'platelet degranulation', 'regulation of peptidase activity', 'acute-phase response', 'cytoplasmic part', 'acute inflammatory response', 'organelle membrane', 'platelet alpha granule lumen', 'regulation of hydrolase activity', 'identical protein binding'}"
C0020490,Hyperopia,95,"{'system process', 'nervous system process', 'visual perception', 'multicellular organismal process', 'sensory perception of light stimulus', 'cellular process', 'response to stimulus', 'anatomical structure development', 'sensory perception', 'biological_process'}",0.08131868131868132,397,"{'vesicle', 'biological regulation', 'response to organic substance', 'membrane part', 'signal transduction', 'cellular process', 'regulation of biological process', 'bounding membrane of organelle', 'BMP receptor binding', 'transmembrane receptor protein serine/threonine kinase binding'}"
C0042514,"Tachycardia, Ventricular",398,"{'regulation of muscle system process', 'regulation of heart contraction', 'regulation of cardiac muscle contraction', 'regulation of striated muscle contraction', 'regulation of blood circulation', 'regulation of muscle contraction', 'regulation of system process', 'regulation of heart rate', 'muscle system process', 'regulation of actin filament-based movement'}",0.15195530726256984,633,"{'system process', 'cellular response to organic cyclic compound', 'cellular response to organonitrogen compound', 'response to organic substance', 'regulation of system process', 'cellular response to organic substance', 'response to endogenous stimulus', 'cellular response to endogenous stimulus', 'cellular response to nitrogen compound', 'response to organic cyclic compound'}"
C1269683,Major Depressive Disorder,1988,"{'regulation of cell communication', 'biological regulation', 'regulation of multicellular organismal process', 'response to drug', 'regulation of biological quality', 'binding', 'signal transduction', 'cellular process', 'response to chemical', 'regulation of signaling'}",0.34686811457349703,2291,"{'regulation of cell communication', 'positive regulation of cellular process', 'negative regulation of biological process', 'positive regulation of biological process', 'positive regulation of metabolic process', 'regulation of biological quality', 'signal transduction', 'protein binding', 'regulation of signaling', 'negative regulation of cellular process'}"
C1389113,Generalized amyotrophy,16,"{'chondrocyte morphogenesis', 'extracellular matrix structural constituent conferring tensile strength', 'cartilage morphogenesis', 'growth plate cartilage morphogenesis', 'intracellular organelle lumen', 'growth plate cartilage chondrocyte morphogenesis', 'collagen type VI trimer', 'gamma DNA polymerase complex', 'organelle lumen', 'chondrocyte morphogenesis involved in endochondral bone morphogenesis'}",0.0,1,"{'cell surface', 'regulation of epidermal growth factor receptor signaling pathway', 'mitochondrial DNA replication', 'cell junction', 'mitochondrion organization', 'regulation of ERBB signaling pathway', 'mitochondrial DNA metabolic process', 'cell part morphogenesis', 'neuromuscular junction', 'cellular component morphogenesis'}"
C1849300,Widely patent fontanels and sutures,82,"{'regulation of mineralocorticoid secretion', 'regulation of systemic arterial blood pressure by renin-angiotensin', 'regulation of aldosterone secretion', 'regulation of corticosteroid hormone secretion', 'endocrine process', 'regulation of system process', 'regulation of hormone levels', 'regulation of steroid hormone secretion', 'renin-angiotensin regulation of aldosterone production', 'renal system process involved in regulation of systemic arterial blood pressure'}",0.03333333333333333,11,"{'regulation of macromolecule metabolic process', 'regulation of cellular metabolic process', 'regulation of protein metabolic process', 'CD40 receptor complex', 'regulation of metabolic process', 'cytoplasmic side of membrane', 'response to stimulus', 'regulation of primary metabolic process', 'regulation of nitrogen compound metabolic process', 'tumor necrosis factor-mediated signaling pathway'}"
C0020557,Hypertriglyceridemia,157,"{'regulation of macrophage derived foam cell differentiation', 'protein-containing complex remodeling', 'plasma lipoprotein particle remodeling', 'plasma lipoprotein particle organization', 'lipid homeostasis', 'lipoprotein particle', 'protein-lipid complex', 'protein-lipid complex remodeling', 'plasma lipoprotein particle', 'regulation of lipid localization'}",0.0,1,"{'cellular response to abiotic stimulus', 'response to UV', 'response to hyperoxia', 'cellular response to UV', 'apoptotic signaling pathway', 'cellular response to stimulus', 'negative regulation of gluconeogenesis', 'cellular response to environmental stimulus', 'cellular response to light stimulus', 'kinase binding'}"
C0020550,Hyperthyroidism,313,"{'response to oxygen-containing compound', 'regulation of oxidative stress-induced intrinsic apoptotic signaling pathway', 'antioxidant activity', 'response to inorganic substance', 'response to chemical', 'response to stimulus', 'response to oxidative stress', 'cellular response to oxidative stress', 'cellular oxidant detoxification', 'response to reactive oxygen species'}",0.027777777777777776,94,"{'oxidoreductase activity, acting on the CH-CH group of donors', 'flavin adenine dinucleotide binding', 'coenzyme binding', 'fatty acid metabolic process', 'acyl-CoA dehydrogenase activity', 'medium-chain-acyl-CoA dehydrogenase activity', 'lipid metabolic process', 'organic acid catabolic process', 'carboxylic acid catabolic process', 'fatty acid beta-oxidation'}"
C0042384,Vasculitis,307,"{'immune system process', 'regulation of response to stimulus', 'regulation of interferon-gamma production', 'cytokine-mediated signaling pathway', 'regulation of immune response', 'immune response', 'positive regulation of response to stimulus', 'positive regulation of immune system process', 'cell surface receptor signaling pathway', 'regulation of lymphocyte proliferation'}",0.3116883116883117,299,"{'positive regulation of defense response', 'viral process', 'multi-organism process', 'regulation of defense response', 'regulation of immune system process', 'regulation of immune response', 'positive regulation of cytokine production', 'positive regulation of lymphocyte mediated immunity', 'positive regulation of response to stimulus', 'symbiont process'}"
C0393525,Progressive cerebellar ataxia,0,"{'dendrite', 'chemical synaptic transmission', 'anterograde trans-synaptic signaling', 'signaling', 'acyl-CoA metabolic process', 'trans-synaptic signaling', 'synaptic signaling', 'chemosensory behavior', 'nuclear inclusion body', 'regulation of response to endoplasmic reticulum stress'}",0.0,0,"{'response to endoplasmic reticulum stress', 'engulfment of target by autophagosome', 'positive regulation of ATF6-mediated unfolded protein response', 'intrinsic component of endoplasmic reticulum membrane', 'negative regulation of establishment of protein-containing complex localization to telomere', 'integral component of endoplasmic reticulum membrane', 'chloride channel regulator activity', 'cellular localization', 'chloride channel inhibitor activity', 'positive regulation of shelterin complex assembly'}"
C4024748,Aplasia/Hypoplasia of the iris,56,"{'anatomical structure morphogenesis', 'pattern specification process', 'camera-type eye development', 'ciliary basal body-plasma membrane docking', 'membrane docking', 'animal organ development', 'MKS complex', 'eye development', 'organelle localization by membrane tethering', 'sensory organ development'}",0.0,95,"{'positive regulation of protein localization to Cajal body', 'positive regulation of protein localization to chromosome, telomeric region', 'regulation of establishment of protein localization to chromosome', 'positive regulation of establishment of protein localization to telomere', 'regulation of telomerase RNA localization to Cajal body', 'regulation of protein localization to Cajal body', 'positive regulation of telomerase RNA localization to Cajal body', 'regulation of protein localization to chromosome, telomeric region', 'regulation of establishment of protein localization to telomere', 'chaperonin-containing T-complex'}"
C0497247,Increase in blood pressure,1068,"{'tube morphogenesis', 'cytoplasmic part', 'biological_process', 'multicellular organismal process', 'developmental process', 'response to stimulus', 'cellular process', 'anatomical structure development', 'regulation of biological quality', 'cellular_component'}",0.2684964200477327,1058,"{'positive regulation of cellular process', 'negative regulation of biological process', 'positive regulation of biological process', 'cellular component organization or biogenesis', 'protein binding', 'cellular process', 'response to stimulus', 'developmental process', 'regulation of cellular component organization', 'negative regulation of cellular process'}"
C0270850,Idiopathic generalized epilepsy,29,"{'chloride transport', 'ion gated channel activity', 'inorganic ion transmembrane transport', 'transmembrane transport', 'inorganic anion transmembrane transport', 'ion channel activity', 'gated channel activity', 'chloride transmembrane transport', 'substrate-specific channel activity', 'ion transmembrane transport'}",0.0,0,"{'regulation of cell communication', 'negative regulation of cellular process', 'negative regulation of biological process', 'process utilizing autophagic mechanism', 'cerebral cortex development', 'autophagy', 'negative regulation of store-operated calcium channel activity', 'mitotic cell cycle process', 'regulation of signaling', 'positive regulation of transcription involved in exit from mitosis'}"
C0003949,Asbestosis,51,"{'vesicle', 'cell redox homeostasis', 'ER-nucleus signaling pathway', 'regulation of cellular response to stress', 'superoxide metabolic process', 'positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress', 'regulation of response to stress', 'ATF6-mediated unfolded protein response', 'response to stress', 'positive regulation of transcription from RNA polymerase II promoter in response to stress'}",0.0,0,"{'negative regulation of biological process', 'vesicle lumen', 'secretory granule lumen', 'negative regulation of proteolysis', 'cytoplasmic vesicle lumen', 'amyloid fibril formation', 'regulation of calcium-mediated signaling', 'platelet alpha granule lumen', 'negative regulation of cellular process', 'cellular copper ion homeostasis'}"
C0026838,Muscle Spasticity,587,"{'organelle part', 'cellular component organization', 'metabolic process', 'cytoplasmic part', 'cellular component organization or biogenesis', 'intracellular organelle part', 'cellular process', 'intracellular part', 'cell part', 'molecular_function'}",0.23771093176815847,1100,"{'respiratory chain complex', 'respiratory electron transport chain', 'mitochondrial respiratory chain complex I assembly', 'NADH dehydrogenase complex assembly', 'oxidoreductase complex', 'NADH dehydrogenase complex', 'mitochondrial respiratory chain complex I', 'respiratory chain complex I', 'NADH dehydrogenase (quinone) activity', 'inner mitochondrial membrane protein complex'}"
C0013990,Pathological accumulation of air in tissues,35,"{'macromolecule modification', 'protein modification process', 'cellular protein metabolic process', 'regulation of protein metabolic process', 'phosphatase complex', 'protein serine/threonine phosphatase complex', 'regulation of catalytic activity', 'protein phosphatase type 2A complex', 'cellular protein modification process', 'protein phosphatase regulator activity'}",0.0,0,"{'chorion development', 'regulation of histone H3-K36 methylation', 'extraembryonic membrane development', 'nuclear matrix', 'regulation of cell cycle G2/M phase transition', 'DNA topological change', 'positive regulation of histone H3-K36 methylation', 'protein deamination', 'positive regulation of isotype switching to IgG isotypes', 'peptidyl-lysine oxidation'}"
C0524851,Neurodegenerative Disorders,888,"{'cellular response to chemical stimulus', 'cellular response to stimulus', 'metabolic process', 'response to chemical', 'cellular process', 'response to stimulus', 'response to oxidative stress', 'response to stress', 'regulation of biological quality', 'identical protein binding'}",0.2511961722488038,681,"{'protein domain specific binding', 'organelle part', 'organic substance metabolic process', 'regulation of programmed cell death', 'cytoplasmic part', 'regulation of apoptotic process', 'cellular process', 'enzyme binding', 'intracellular organelle', 'identical protein binding'}"
