,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_sp_corr,lci_sp_pval,lci_top_10
C0007873,Uterine Cervical Neoplasm,843,"{'positive regulation of nitrogen compound metabolic process', 'regulation of epithelial cell proliferation', 'negative regulation of nucleobase-containing compound metabolic process', 'negative regulation of apoptotic process', 'negative regulation of cell death', 'positive regulation of epithelial cell proliferation', 'regulation of cell population proliferation', 'negative regulation of programmed cell death', 'positive regulation of cellular metabolic process', 'positive regulation of cell population proliferation'}",0.3165098374679213,696,0.4303858046089826,0.0,"{'positive regulation of biosynthetic process', 'positive regulation of macromolecule biosynthetic process', 'response to endogenous stimulus', 'cellular response to organic substance', 'positive regulation of cellular biosynthetic process', 'cellular response to endogenous stimulus', 'positive regulation of gene expression', 'positive regulation of response to stimulus', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of nucleobase-containing compound metabolic process'}"
C4021797,Abnormality of the thorax,62,"{'extracellular structure organization', 'platelet-derived growth factor binding', 'intramembranous ossification', 'anatomical structure development', 'organelle part', 'extracellular matrix organization', 'direct ossification', 'collagen type I trimer', 'developmental process', 'intracellular organelle'}",0.11678832116788321,91,0.17021405225217454,1.826852294878292e-142,"{'extracellular structure organization', 'platelet-derived growth factor binding', 'extracellular matrix organization', 'extracellular matrix structural constituent conferring tensile strength', 'extracellular matrix structural constituent', 'endoplasmic reticulum lumen', 'growth factor binding', 'extracellular space', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C1867103,Limited elbow extension,70,"{'animal organ morphogenesis', 'extracellular region part', 'anatomical structure development', 'extracellular matrix organization', 'bone morphogenesis', 'anatomical structure morphogenesis', 'developmental process', 'bone mineralization', 'extracellular matrix', 'cellular developmental process'}",0.1485148514851485,46,0.22937663780324352,3.6947800143680365e-260,"{'extracellular structure organization', 'extracellular matrix organization', 'extracellular matrix structural constituent conferring tensile strength', 'extracellular matrix structural constituent', 'extracellular matrix', 'extracellular region', 'developmental process', 'extracellular space', 'collagen-containing extracellular matrix', 'collagen type IX trimer'}"
C0162557,"Liver Failure, Acute",215,"{'regulation of cell death', 'receptor regulator activity', 'negative regulation of biological process', 'extrinsic apoptotic signaling pathway', 'negative regulation of cell death', 'cell communication', 'regulation of apoptotic signaling pathway', 'receptor ligand activity', 'regulation of signaling receptor activity', 'molecular function regulator'}",0.18340611353711792,327,0.33268238251351023,0.0,"{'extracellular region part', 'endopeptidase inhibitor activity', 'regulation of blood coagulation', 'peptidase inhibitor activity', 'defense response', 'peptidase regulator activity', 'extracellular region', 'extracellular space', 'endopeptidase regulator activity', 'regulation of hemostasis'}"
C1861218,Hypoplastic ilia,25,"{'collagen fibril organization', 'extracellular matrix structural constituent conferring tensile strength', 'collagen type XI trimer', 'skeletal system morphogenesis', 'replacement ossification', 'ossification', 'fibrillar collagen trimer', 'skeletal system development', 'supramolecular fiber organization', 'endochondral ossification'}",0.11827956989247312,79,0.17676181601420896,1.1809527856828588e-153,"{'extracellular structure organization', 'platelet-derived growth factor binding', 'cellular response to amino acid stimulus', 'extracellular matrix organization', 'extracellular matrix structural constituent conferring tensile strength', 'growth factor binding', 'fibroblast growth factor-activated receptor activity', 'fibrillar collagen trimer', 'collagen-containing extracellular matrix', 'transmembrane receptor protein tyrosine kinase activity'}"
C0235032,Neurotoxicity Syndromes,85,"{'response to oxygen-containing compound', 'response to chemical', 'response to stimulus', 'response to nitrogen compound', 'response to organonitrogen compound', 'response to endogenous stimulus', 'positive regulation of cell death', 'response to drug', 'response to hormone', 'response to toxic substance'}",0.018018018018018018,28,0.16559934822031638,7.582845031489374e-135,"{'regulation of biological quality', 'cholecystokinin receptor activity', 'defense response', 'transmembrane signaling receptor activity', 'bradykinin receptor activity', 'plasma membrane part', 'cholecystokinin signaling pathway', 'membrane part', 'G protein-coupled receptor signaling pathway', 'signaling receptor activity'}"
C0085129,Bronchial Hyperreactivity,134,"{'receptor regulator activity', 'response to pain', 'signaling receptor binding', 'response to lipopolysaccharide', 'response to molecule of bacterial origin', 'defense response', 'receptor ligand activity', 'extracellular space', 'regulation of signaling receptor activity', 'inflammatory response'}",0.15458937198067632,105,0.280835214514185,0.0,"{'amylin receptor signaling pathway', 'cAMP-mediated signaling', 'adenylate cyclase-activating G protein-coupled receptor signaling pathway', 'calcitonin family receptor signaling pathway', 'calcitonin family receptor activity', 'G protein-coupled receptor signaling pathway', 'adrenomedullin receptor signaling pathway', 'G protein-coupled receptor complex', 'G protein-coupled peptide receptor activity', 'calcitonin family receptor complex'}"
C0015230,Exanthema,349,"{'regulation of immune response', 'cell surface receptor signaling pathway', 'positive regulation of immune response', 'immune system process', 'immune response', 'regulation of immune system process', 'positive regulation of response to stimulus', 'positive regulation of immune system process', 'regulation of response to stimulus', 'antigen receptor-mediated signaling pathway'}",0.2687022900763359,482,0.36719600992410595,0.0,"{'immune response-regulating signaling pathway', 'regulation of immune response', 'cell surface receptor signaling pathway', 'immune system process', 'regulation of immune system process', 'immune response-regulating cell surface receptor signaling pathway', 'positive regulation of response to stimulus', 'cytokine-mediated signaling pathway', 'signal transduction', 'regulation of cell activation'}"
C0014859,Esophageal Neoplasms,820,"{'regulation of cell death', 'negative regulation of biological process', 'response to stimulus', 'regulation of cell communication', 'regulation of signal transduction', 'negative regulation of cellular process', 'regulation of programmed cell death', 'regulation of cell population proliferation', 'regulation of response to stimulus', 'regulation of signaling'}",0.263782866836302,670,0.41002053738807576,0.0,"{'endoplasmic reticulum membrane', 'heme binding', 'cytoplasmic part', 'hormone metabolic process', 'cellular hormone metabolic process', 'tetrapyrrole binding', 'endoplasmic reticulum part', 'small molecule metabolic process', 'steroid metabolic process', 'lipid metabolic process'}"
C0576093,Knee joint valgus deformity,125,"{'extracellular structure organization', 'anatomical structure development', 'aminoglycan metabolic process', 'extracellular matrix organization', 'extracellular matrix structural constituent', 'ossification', 'developmental process', 'chondrocyte development', 'skeletal system development', 'glycosaminoglycan metabolic process'}",0.23322683706070288,261,0.23659118679142005,3.9672674358973063e-277,"{'extracellular structure organization', 'extracellular region part', 'extracellular matrix organization', 'membrane-enclosed lumen', 'intracellular organelle lumen', 'extracellular matrix structural constituent', 'organelle lumen', 'extracellular region', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C0027626,Neoplasm Invasiveness,1811,"{'regulation of cell death', 'positive regulation of cellular process', 'positive regulation of multicellular organismal process', 'response to chemical', 'regulation of intracellular signal transduction', 'cellular response to chemical stimulus', 'response to organic substance', 'positive regulation of biological process', 'negative regulation of cell death', 'regulation of cell population proliferation'}",0.41026601723491946,1953,0.5065849125935462,0.0,"{'response to organic substance', 'cell surface receptor signaling pathway', 'positive regulation of cell communication', 'regulation of cell communication', 'regulation of signal transduction', 'positive regulation of response to stimulus', 'enzyme linked receptor protein signaling pathway', 'positive regulation of signaling', 'positive regulation of signal transduction', 'regulation of signaling'}"
C4023101,Elevated luteinizing hormone,122,"{'positive regulation of reproductive process', 'positive regulation of male gonad development', 'sex determination', 'reproductive structure development', 'regulation of male gonad development', 'positive regulation of gonad development', 'developmental process involved in reproduction', 'male sex determination', 'regulation of gonad development', 'regulation of reproductive process'}",0.0821917808219178,36,0.22626545946469293,5.0741012780938527e-253,"{'regulation of hormone levels', 'steroid biosynthetic process', 'C21-steroid hormone biosynthetic process', 'mineralocorticoid biosynthetic process', 'glucocorticoid metabolic process', 'glucocorticoid biosynthetic process', 'hormone biosynthetic process', 'C21-steroid hormone metabolic process', 'mineralocorticoid metabolic process', 'steroid metabolic process'}"
C1368816,Sebaceous adenoma,340,"{'negative regulation of neuron death', 'succinate dehydrogenase (ubiquinone) activity', 'succinate dehydrogenase complex (ubiquinone)', 'succinate dehydrogenase complex', 'mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)', 'succinate dehydrogenase activity', 'fumarate reductase complex', 'intracellular signal transduction', 'oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor', 'negative regulation of macroautophagy'}",0.022535211267605635,23,0.11998105631686834,3.071398273635175e-71,"{'succinate-CoA ligase (ADP-forming) activity', 'drug metabolic process', 'succinate metabolic process', 'tricarboxylic acid cycle', 'citrate metabolic process', 'antibiotic metabolic process', 'dicarboxylic acid metabolic process', 'succinate-CoA ligase activity', 'succinyl-CoA metabolic process', 'tricarboxylic acid metabolic process'}"
C0521620,Dilatation of ureter,7,"{'anatomical structure development', 'tissue migration', 'pattern specification process', 'muscle system process', 'muscle contraction', 'mesenchyme migration', 'anatomical structure morphogenesis', 'developmental process', 'smooth muscle contraction', 'tube morphogenesis'}",0.0,20,0.06526308503235442,3.5677219166033554e-22,"{'CXCR3 chemokine receptor binding', 'G protein-coupled receptor activity', 'fibroblast growth factor binding', 'transmembrane signaling receptor activity', 'G protein-coupled receptor signaling pathway', 'molecular transducer activity', 'heparin binding', 'G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger', 'tachykinin receptor activity', 'signaling receptor activity'}"
C1850456,Progressive microcephaly,39,"{'cellular process', 'cellular aromatic compound metabolic process', 'binding', 'cytoplasmic part', 'cytosol', 'heterocycle metabolic process', 'organic cyclic compound metabolic process', 'intracellular part', 'cellular nitrogen compound metabolic process', 'catalytic activity'}",0.007352941176470588,98,0.09013833617423281,7.257261358417568e-41,"{'DNA-dependent ATPase activity', 'ATP-dependent DNA helicase activity', 'four-way junction helicase activity', 'DNA integrity checkpoint', 'DNA damage checkpoint', 'chromosome, telomeric region', 'chromosomal region', 'MutLalpha complex binding', 'DNA recombination', 'double-strand break repair'}"
C1836623,Low to undetectable plasma cortisol,30,"{'regulation of hormone levels', 'steroid biosynthetic process', 'hormone metabolic process', 'cellular hormone metabolic process', 'glucocorticoid metabolic process', 'glucocorticoid biosynthetic process', 'hormone biosynthetic process', 'C21-steroid hormone metabolic process', 'steroid metabolic process', 'steroid hydroxylase activity'}",0.044585987261146494,134,0.25208995975121673,0.0,"{'male gonad development', 'ureter morphogenesis', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'DNA-binding transcription factor activity', 'renal vesicle induction', 'regulation of transcription by RNA polymerase II', 'transcription factor binding', 'transcription regulatory region DNA binding', 'gonad development', 'regulatory region nucleic acid binding'}"
C0162820,"Dermatitis, Allergic Contact",457,"{'cytokine receptor binding', 'regulation of response to external stimulus', 'response to stimulus', 'positive regulation of transport', 'cell surface receptor signaling pathway', 'immune response', 'immune system process', 'cytokine activity', 'cytokine-mediated signaling pathway', 'signal transduction'}",0.2196307094266278,798,0.37816148662592214,0.0,"{'response to oxygen-containing compound', 'response to chemical', 'response to stimulus', 'response to organic substance', 'regulation of immune response', 'cell surface receptor signaling pathway', 'regulation of immune system process', 'cytokine-mediated signaling pathway', 'regulation of response to stimulus', 'positive regulation of cell population proliferation'}"
C0029191,Orchitis,93,"{'regulation of response to stress', 'regulation of response to external stimulus', 'immune response', 'defense response', 'regulation of immune effector process', 'response to bacterium', 'regulation of defense response', 'cytokine-mediated signaling pathway', 'regulation of response to stimulus', 'inflammatory response'}",0.16055045871559634,160,0.35222273986699804,0.0,"{'interleukin-23-mediated signaling pathway', 'positive regulation of cell fate commitment', 'regulation of T-helper 17 cell lineage commitment', 'regulation of memory T cell differentiation', 'cytokine receptor activity', 'positive regulation of T-helper 17 type immune response', 'positive regulation of interferon-gamma production', 'positive regulation of memory T cell differentiation', 'positive regulation of T-helper 17 cell differentiation', 'positive regulation of T-helper 17 cell lineage commitment'}"
C1563720,Kallmann Syndrome 2 (disorder),32,"{'regulation of cellular process', 'neuropeptide signaling pathway', '1-phosphatidylinositol-3-kinase activity', 'phosphatidylinositol-3-phosphate biosynthetic process', 'phosphatidylinositol kinase activity', 'plasma membrane part', 'fibroblast growth factor receptor signaling pathway', 'G protein-coupled receptor signaling pathway', 'neuropeptide receptor activity', 'signal transduction'}",0.11585365853658537,151,0.39682811471691903,0.0,"{'lipid phosphorylation', 'fibroblast growth factor receptor binding', 'phosphatidylinositol 3-kinase activity', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'phosphatidylinositol-3-phosphate biosynthetic process', 'phosphatidylinositol kinase activity', '1-phosphatidylinositol-3-kinase activity', 'fibroblast growth factor receptor signaling pathway', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol phosphorylation'}"
C0206160,Reticulocytosis,124,"{'nicotinamide nucleotide metabolic process', 'pyridine nucleotide metabolic process', 'NADH regeneration', 'glycolytic process through glucose-6-phosphate', 'canonical glycolysis', 'NADH metabolic process', 'glucose catabolic process to pyruvate', 'glucose catabolic process', 'glycolytic process', 'glycolytic process through fructose-6-phosphate'}",0.041379310344827586,27,0.1326503000907077,8.495124253111668e-87,"{'protein activation cascade', 'extracellular region part', 'coagulation', 'extracellular organelle', 'blood coagulation', 'extracellular vesicle', 'hemostasis', 'blood coagulation, intrinsic pathway', 'extracellular exosome', 'bicarbonate transport'}"
C0018801,Heart failure,1957,"{'response to oxygen-containing compound', 'regulation of molecular function', 'regulation of biological quality', 'response to chemical', 'response to stimulus', 'regulation of multicellular organismal process', 'response to stress', 'response to organic substance', 'regulation of blood circulation', 'regulation of system process'}",0.36495293265749457,1813,0.4733876671400057,0.0,"{'response to oxygen-containing compound', 'cellular response to chemical stimulus', 'response to chemical', 'response to stimulus', 'response to organic substance', 'response to endogenous stimulus', 'oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor', 'oxidation-reduction process', 'oxidoreductase activity', 'electron transfer activity'}"
C0007102,Malignant tumor of colon,228,"{'MutLalpha complex', 'mismatch repair complex binding', 'mismatch repair', 'somatic hypermutation of immunoglobulin genes', 'somatic diversification of immune receptors via somatic mutation', 'cellular response to DNA damage stimulus', 'mismatch repair complex', 'mismatched DNA binding', 'DNA repair', 'DNA repair complex'}",0.03937007874015748,36,0.15077114520803786,7.454629119343066e-112,"{'DNA-dependent ATPase activity', 'formation of extrachromosomal circular DNA', 't-circle formation', 'DNA replication', 'DNA double-strand break processing', 'cellular response to DNA damage stimulus', 'telomere maintenance', 'telomere organization', 'DNA repair', 'chromosome organization'}"
C1856786,Hypoplastic fingernails,6,"{'roof of mouth development', 'anatomical structure development', 'sensory perception of mechanical stimulus', 'nervous system process', 'collagen type XI trimer', 'sensory perception', 'fibrillar collagen trimer', 'sensory perception of sound', 'embryonic morphogenesis', 'embryonic organ morphogenesis'}",0.043478260869565216,18,0.16311018332301971,7.897670715410191e-131,"{'connexin complex', 'atrial cardiac muscle cell action potential', 'gap junction', 'gap junction assembly', 'skin development', 'gap junction channel activity involved in cardiac conduction electrical coupling', 'plasma membrane protein complex', 'gap junction channel activity involved in cell communication by electrical coupling', 'gap junction channel activity', 'wide pore channel activity'}"
C0033975,Psychotic Disorders,870,"{'multicellular organismal process', 'regulation of biological quality', 'cellular process', 'cell part', 'biological_process', 'regulation of cellular process', 'behavior', 'cellular_component', 'molecular_function', 'biological regulation'}",0.2593447161975081,1859,0.4104547383454602,0.0,"{'response to chemical', 'regulation of biological quality', 'response to stimulus', 'response to organic substance', 'response to endogenous stimulus', 'cell surface receptor signaling pathway', 'plasma membrane part', 'positive regulation of intracellular signal transduction', 'signal transduction', 'plasma membrane'}"
C1850794,"Muscle atrophy, proximal",12,"{'Z disc', 'meiotic nuclear membrane microtubule tethering complex', 'nuclear membrane protein complex', 'cytoskeletal anchoring at nuclear membrane', 'nuclear membrane microtubule tethering complex', 'contractile fiber part', 'actin filament-based movement', 'cytoskeletal protein binding', 'sarcoglycan complex', 'sarcolemma'}",0.14583333333333334,43,0.2724988094807601,0.0,"{'muscle tissue morphogenesis', 'glycoprotein complex', 'sarcolemma', 'dystrophin-associated glycoprotein complex', 'muscle system process', 'sarcoglycan complex', 'system process', 'alpha-actinin binding', 'muscle contraction', 'cardiac muscle tissue morphogenesis'}"
C3279222,Cerebellar hypoplasia and atrophy,192,"{'cellular component organization', 'cellular component assembly', 'anatomical structure development', 'npBAF complex', 'cellular component organization or biogenesis', 'protein N-terminus binding', 'respiratory electron transport chain', 'developmental process', 'respiratory chain complex', 'cellular developmental process'}",0.25,113,0.30165212395696445,0.0,"{'mitochondrial respiratory chain complex I', 'respiratory electron transport chain', 'oxidoreductase activity', 'mitochondrial membrane part', 'oxidation-reduction process', 'respiratory chain complex', 'NADH dehydrogenase complex', 'electron transport chain', 'generation of precursor metabolites and energy', 'respiratory chain complex I'}"
C1836038,Poor head control,0,"{'hexosaminidase activity', 'beta-N-acetylhexosaminidase activity', 'maintenance of location', 'axon regeneration', 'neuron projection regeneration', 'response to axon injury', 'synapse part', 'axon development', 'response to antimetabolite', 'carbohydrate derivative metabolic process'}",0.0,112,0.23988727812178687,4.4726351302126676e-285,"{'lysosomal lumen', 'aminoglycan catabolic process', 'membrane-enclosed lumen', 'carbohydrate derivative catabolic process', 'intracellular organelle lumen', 'organelle lumen', 'vacuolar lumen', 'secretory granule lumen', 'glycosaminoglycan catabolic process', 'cytoplasmic vesicle lumen'}"
C0558165,Curly hair (finding),115,"{'MAPK cascade', 'stimulatory C-type lectin receptor signaling pathway', 'small GTPase mediated signal transduction', 'signal transduction by protein phosphorylation', 'innate immune response activating cell surface receptor signaling pathway', 'immune response-regulating cell surface receptor signaling pathway', 'intracellular signal transduction', 'positive regulation of response to stimulus', 'positive regulation of intracellular signal transduction', 'positive regulation of signal transduction'}",0.17054263565891473,36,0.3053231147227137,0.0,"{'purine ribonucleoside binding', 'small GTPase mediated signal transduction', 'nucleoside binding', 'GTP binding', 'GTPase activity', 'guanyl nucleotide binding', 'ribonucleoside binding', 'purine nucleoside binding', 'Ras protein signal transduction', 'guanyl ribonucleotide binding'}"
C4021782,Abnormality of the fingernails,123,"{'telomerase holoenzyme complex', 'RNA-dependent DNA biosynthetic process', 'anatomical structure homeostasis', 'regulation of biological process', 'telomere maintenance', 'telomere maintenance via telomerase', 'telomerase RNA binding', 'telomere organization', 'protein binding', 'telomere maintenance via telomere lengthening'}",0.1103202846975089,189,0.21849575058437296,1.1517882367521271e-235,"{'cellular component organization', 'extracellular region part', 'keratinization', 'cellular component organization or biogenesis', 'structural molecule activity', 'extracellular matrix structural constituent', 'cornification', 'regulation of localization', 'integrin binding', 'intermediate filament'}"
C0019829,Hodgkin Disease,103,"{'regulation of cell death', 'response to chemical', 'negative regulation of biological process', 'response to organic substance', 'positive regulation of metabolic process', 'response to ethanol', 'negative regulation of cell death', 'positive regulation of protein metabolic process', 'positive regulation of cellular metabolic process', 'response to external stimulus'}",0.0,2,0.04566434290637649,1.2759862841465939e-11,"{'negative regulation of growth of symbiont involved in interaction with host', 'disruption by host of symbiont cells', 'blood circulation', 'killing by host of symbiont cells', 'regulation of leukocyte tethering or rolling', 'extracellular region', 'modulation of growth of symbiont involved in interaction with host', 'killing of cells in other organism involved in symbiotic interaction', 'neutrophil mediated immunity', 'disruption of cells of other organism involved in symbiotic interaction'}"
C1842876,Depressed nasal ridge,286,"{'multicellular organismal process', 'anatomical structure development', 'protein-containing complex', 'animal organ development', 'cell differentiation', 'anatomical structure morphogenesis', 'developmental process', 'anatomical structure formation involved in morphogenesis', 'system development', 'cellular developmental process'}",0.2318840579710145,394,0.2961765303967608,0.0,"{'RNA polymerase II regulatory region DNA binding', 'sequence-specific DNA binding', 'chromatin binding', 'RNA polymerase II proximal promoter sequence-specific DNA binding', 'transcription regulatory region DNA binding', 'sequence-specific double-stranded DNA binding', 'RNA polymerase II regulatory region sequence-specific DNA binding', 'transcription regulatory region sequence-specific DNA binding', 'proximal promoter sequence-specific DNA binding', 'regulatory region nucleic acid binding'}"
C0027066,Myoclonus,510,"{'regulation of biological quality', 'neuron part', 'node of Ranvier', 'lytic vacuole', 'adult locomotory behavior', 'ceramide metabolic process', 'regulation of membrane potential', 'synapse part', 'neuron projection', 'axon part'}",0.1056,181,0.22083173482615237,8.193266221696358e-241,"{'lysosomal lumen', 'mitochondrial part', 'membrane-enclosed lumen', 'hydrolase activity, hydrolyzing O-glycosyl compounds', 'intracellular organelle lumen', 'organelle lumen', 'vacuolar lumen', 'small molecule metabolic process', 'organic acid metabolic process', 'oxoacid metabolic process'}"
C1836003,Facial diplegia,1,"{'actin-mediated cell contraction', 'regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction', 'muscle thin filament tropomyosin', 'deoxycytidine metabolic process', 'muscle filament sliding', 'succinyl-CoA pathway', 'actin-myosin filament sliding', 'actin filament-based movement', 'second-messenger-mediated signaling', 'anion homeostasis'}",0.0,8,0.008446914136798234,0.21059923065827035,"{'positive regulation of JUN kinase activity', 'non-canonical Wnt signaling pathway', 'positive regulation of Wnt signaling pathway', 'canonical Wnt signaling pathway', 'cell surface receptor signaling pathway involved in cell-cell signaling', 'positive regulation of tumor necrosis factor secretion', 'Wnt-activated receptor activity', 'anterior/posterior axis specification, embryo', 'regulation of JUN kinase activity', 'Wnt signaling pathway'}"
C4025790,Specific learning disability,171,"{'multicellular organismal process', 'anatomical structure development', 'negative regulation of biological process', 'biological_process', 'negative regulation of metabolic process', 'negative regulation of macromolecule metabolic process', 'negative regulation of cellular process', 'developmental process', 'cellular_component', 'regulation of cell population proliferation'}",0.031088082901554404,28,0.1237692534604886,1.0072373319477824e-75,"{'ciliary membrane', 'nervous system process', 'repressing transcription factor binding', 'BBSome', ""telomeric 3' overhang formation"", 'non-motile cilium assembly', 'visual perception', 'RNA polymerase II repressing transcription factor binding', 'cilium assembly', 'sensory perception of light stimulus'}"
C1301959,Bulbar weakness,39,"{'actin-mediated cell contraction', 'multicellular organismal process', 'muscle filament sliding', 'actin filament-based process', 'contractile fiber part', 'actin-myosin filament sliding', 'actin filament-based movement', 'muscle system process', 'system process', 'muscle contraction'}",0.1414141414141414,74,0.29052552691618083,0.0,"{'actin-mediated cell contraction', 'transmitter-gated channel activity', 'striated muscle contraction', 'muscle filament sliding', 'actin-myosin filament sliding', 'muscle system process', 'extracellular ligand-gated ion channel activity', 'system process', 'muscle contraction', 'transmitter-gated ion channel activity'}"
C1853743,Axial hypotonia,183,"{'biosynthetic process', 'organic substance biosynthetic process', 'drug metabolic process', 'cytoplasmic part', 'organic substance metabolic process', 'metabolic process', 'small molecule metabolic process', 'organonitrogen compound biosynthetic process', 'intracellular part', 'catalytic activity'}",0.08300395256916997,91,0.16616502573663722,9.075278971193965e-136,"{'preassembly of GPI anchor in ER membrane', 'phosphatidylinositol N-acetylglucosaminyltransferase activity', 'GPI anchor metabolic process', 'glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex', 'carboxylic acid metabolic process', 'organic acid metabolic process', 'aromatic amino acid family metabolic process', 'GPI anchor biosynthetic process', 'cellular amino acid metabolic process', 'oxoacid metabolic process'}"
C0151311,Cranial nerve palsies,27,"{'N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity', 'succinate dehydrogenase (ubiquinone) activity', 'tricarboxylic acid cycle', 'succinate dehydrogenase complex (ubiquinone)', 'succinate dehydrogenase complex', 'mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)', 'succinate dehydrogenase activity', 'fumarate reductase complex', 'citrate metabolic process', 'oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor'}",0.07272727272727272,32,0.16083884684099412,3.219432395147599e-127,"{'succinate-CoA ligase (ADP-forming) activity', 'mitochondrial matrix', 'succinate metabolic process', 'tricarboxylic acid cycle', 'citrate metabolic process', 'antibiotic metabolic process', 'dicarboxylic acid metabolic process', 'succinate-CoA ligase activity', 'succinyl-CoA metabolic process', 'tricarboxylic acid metabolic process'}"
C1854387,Type 1 muscle fiber predominance,40,"{'actin-mediated cell contraction', 'growth plate cartilage morphogenesis', 'muscle filament sliding', 'contractile fiber part', 'actin filament-based movement', 'actin-myosin filament sliding', 'chondrocyte morphogenesis involved in endochondral bone morphogenesis', 'chondrocyte morphogenesis', 'muscle contraction', 'growth plate cartilage chondrocyte morphogenesis'}",0.08064516129032258,27,0.26490448571131825,0.0,"{'collagen fibril organization', 'platelet-derived growth factor binding', 'extracellular matrix organization', 'extracellular matrix structural constituent conferring tensile strength', 'collagen trimer', 'extracellular matrix structural constituent', 'animal organ development', 'fibrillar collagen trimer', 'system process', 'extracellular matrix'}"
C1844813,Widely spaced teeth,87,"{'mediator complex binding', 'anatomical structure development', 'meiotic cohesin complex', 'positive regulation of metabolic process', 'chromatin binding', 'positive regulation of biological process', 'sister chromatid cohesion', 'chromatin', 'cellular developmental process', 'cohesin complex'}",0.08267716535433071,188,0.2049833693583528,4.6318077458361e-207,"{'mucopolysaccharide metabolic process', 'aminoglycan metabolic process', 'glycolipid metabolic process', 'hydrolase activity, hydrolyzing O-glycosyl compounds', 'transferase activity, transferring hexosyl groups', 'glycosaminoglycan metabolic process', 'hydrolase activity, acting on glycosyl bonds', 'carbohydrate metabolic process', 'transferase activity, transferring glycosyl groups', 'carbohydrate derivative metabolic process'}"
C0011168,Deglutition Disorders,635,"{'cellular component organization', 'regulation of biological quality', 'cellular process', 'cell part', 'binding', 'biological_process', 'molecular_function', 'cellular_component', 'system process', 'protein binding'}",0.1817416912074043,2174,0.3656588202542495,0.0,"{'enzyme binding', 'positive regulation of cellular process', 'response to chemical', 'response to organic substance', 'cell surface receptor signaling pathway', 'positive regulation of biological process', 'developmental process', 'positive regulation of response to stimulus', 'regulation of response to stimulus', 'signal transduction'}"
C0152423,Congenital small ears,270,"{'cellular process', 'organelle part', 'negative regulation of biological process', 'nuclear part', 'nucleoplasm', 'anatomical structure morphogenesis', 'embryonic skeletal system morphogenesis', 'negative regulation of transcription by RNA polymerase II', 'intracellular organelle part', 'embryonic morphogenesis'}",0.11707317073170732,188,0.2979772230326618,0.0,"{'fibroblast growth factor receptor binding', 'phosphatidylinositol 3-kinase activity', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'phosphatidylinositol-3-phosphate biosynthetic process', '1-phosphatidylinositol-3-kinase activity', 'phosphatidylinositol kinase activity', 'protein tyrosine kinase activity', 'fibroblast growth factor receptor signaling pathway', 'peptidyl-tyrosine modification', 'phosphatidylinositol bisphosphate kinase activity'}"
C0156394,Hypertrophy of clitoris,163,"{'peroxisome organization', 'peroxisomal membrane', 'peroxisomal membrane transport', 'protein import into peroxisome matrix', 'microbody membrane', 'protein localization to peroxisome', 'protein targeting to peroxisome', 'microbody part', 'establishment of protein localization to peroxisome', 'peroxisomal part'}",0.12562814070351758,61,0.21783485074630762,3.2130160878622276e-234,"{'lipid biosynthetic process', 'peroxisomal membrane', 'lipid catabolic process', 'microbody', 'microbody membrane', 'microbody part', 'oxidation-reduction process', 'peroxisome', 'lipid metabolic process', 'peroxisomal part'}"
C0427055,Facial Paresis,182,"{'actin-mediated cell contraction', 'cellular process', 'anatomical structure development', 'muscle filament sliding', 'contractile fiber part', 'actin-myosin filament sliding', 'muscle system process', 'developmental process', 'neuromuscular junction', 'muscle contraction'}",0.10714285714285714,97,0.1741681198794094,3.614973321659204e-149,"{'extracellular structure organization', 'muscle tissue morphogenesis', 'extracellular matrix organization', 'extracellular matrix structural constituent conferring tensile strength', 'tissue morphogenesis', 'cell-matrix adhesion', 'animal organ development', 'developmental process', 'anatomical structure morphogenesis', 'system process'}"
C0270612,Leukoencephalopathies,85,"{'response to oxygen-containing compound', 'translation initiation factor activity', 'oligodendrocyte development', 'eukaryotic translation initiation factor 2B complex', 'response to carbohydrate', 'response to glucose', 'response to hexose', 'small molecule metabolic process', 'glial cell development', 'response to monosaccharide'}",0.0,18,0.16372774794648845,8.066436453008478e-132,"{'mitochondrial matrix', 'mitochondrial part', 'succinate metabolic process', 'membrane-enclosed lumen', 'intracellular organelle lumen', 'organelle lumen', 'mitochondrion', 'trans-octaprenyltranstransferase activity', 'trans-hexaprenyltranstransferase activity', 'cofactor metabolic process'}"
